"serialNumber","vehicleCode","deviceName","protocolType","troubleCodes","engineStatus","odometer","fuelLevel","batteryVoltage","lastEngineDataAt","dataFreshnessStatus"
"CLHQ-DEV-0186","CLHQ-V-0186","Certification GPS-500","GPS","","Moving","42685.3","64","13.8","2026-08-28T07:43:41Z","Stale"
"CLHQ-DEV-0187","CLHQ-V-0187","Certification GPS-500","GPS","","Moving","42697.3","72","13.8","2026-08-28T07:43:41Z","Stale"
"CLHQ-DEV-0188","CLHQ-V-0188","Certification GPS-500","GPS","","Moving","42709.4","71.5","13.8","2026-08-28T07:43:41Z","Stale"
"CLHQ-DEV-0189","CLHQ-V-0189","Certification GPS-500","GPS","","Moving","42721.4","71","13.8","2026-08-28T07:43:41Z","Stale"
"CLHQ-DEV-0190","CLHQ-V-0190","Certification GPS-500","GPS","","Moving","42733.5","70.5","13.8","2026-08-28T07:43:41Z","Stale"
"CLHQ-DEV-0191","CLHQ-V-0191","Certification GPS-500","GPS","","Moving","42745.9","70","13.8","2026-08-28T07:43:41Z","Stale"
"CLHQ-DEV-0192","CLHQ-V-0192","Certification GPS-500","GPS","","Moving","42758.4","69.5","13.8","2026-08-28T07:43:41Z","Stale"
"CLHQ-DEV-0193","CLHQ-V-0193","Certification GPS-500","GPS","","Moving","42770.8","69","13.8","2026-08-28T07:43:41Z","Stale"
"CLHQ-DEV-0194","CLHQ-V-0194","Certification GPS-500","GPS","","Moving","42783.3","68.5","13.8","2026-08-28T07:43:41Z","Stale"
"CLHQ-DEV-0195","CLHQ-V-0195","Certification GPS-500","GPS","","Moving","42795.8","68","13.8","2026-08-28T07:43:41Z","Stale"
"CLHQ-DEV-0196","CLHQ-V-0196","Certification GPS-500","GPS","","Moving","101963.2","67.5","13.8","2026-08-28T07:43:41Z","Stale"
"CLHQ-DEV-0197","CLHQ-V-0197","Certification GPS-500","GPS","","Moving","101973.2","67","13.8","2026-08-28T07:43:41Z","Stale"
"CLHQ-DEV-0198","CLHQ-V-0198","Certification GPS-500","GPS","","Moving","101983.2","66.5","13.8","2026-08-28T07:43:41Z","Stale"
"CLHQ-DEV-0199","CLHQ-V-0199","Certification GPS-500","GPS","J1939 SPN-100-FMI-1","Moving","42847.6","66","13.8","2026-08-28T07:43:41Z","Stale"
"CLHQ-DEV-0200","CLHQ-V-0200","Certification GPS-500","GPS","J1939 SPN-100-FMI-1","Moving","42859.6","65.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0001","MWYARD-V-0001","Certification GPS-500","GPS","","Moving","41844.1","71.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0002","MWYARD-V-0002","Certification GPS-500","GPS","","Moving","41859.3","71","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0003","MWYARD-V-0003","Certification GPS-500","GPS","","Moving","41874.6","70.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0004","MWYARD-V-0004","Certification GPS-500","GPS","","Moving","41889.8","70","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0005","MWYARD-V-0005","Certification GPS-500","GPS","","Moving","41905.1","69.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0006","MWYARD-V-0006","Certification GPS-500","GPS","","Moving","41920.3","69","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0007","MWYARD-V-0007","Certification GPS-500","GPS","","Moving","41935.6","68.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0008","MWYARD-V-0008","Certification GPS-500","GPS","","Moving","41950.8","68","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0009","MWYARD-V-0009","Certification GPS-500","GPS","","Moving","41966.1","67.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0010","MWYARD-V-0010","Certification GPS-500","GPS","","Moving","41981.3","67","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0011","MWYARD-V-0011","Certification GPS-500","GPS","","Moving","41996.6","66.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0012","MWYARD-V-0012","Certification GPS-500","GPS","","Moving","42011.8","66","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0013","MWYARD-V-0013","Certification GPS-500","GPS","","Moving","42027.1","65.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0014","MWYARD-V-0014","Certification GPS-500","GPS","","Moving","42042.3","65","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0015","MWYARD-V-0015","Certification GPS-500","GPS","","Moving","42057.6","64.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0016","MWYARD-V-0016","Certification GPS-500","GPS","","Moving","42072.8","64","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0017","MWYARD-V-0017","Certification GPS-500","GPS","","Moving","42088.1","72","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0018","MWYARD-V-0018","Certification GPS-500","GPS","","Moving","42103.3","71.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0019","MWYARD-V-0019","Certification GPS-500","GPS","","Moving","42118.6","71","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0020","MWYARD-V-0020","Certification GPS-500","GPS","","Moving","42133.8","70.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0021","MWYARD-V-0021","Certification GPS-500","GPS","","Moving","42149.1","70","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0022","MWYARD-V-0022","Certification GPS-500","GPS","","Moving","42164.3","69.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0023","MWYARD-V-0023","Certification GPS-500","GPS","","Moving","42179.6","69","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0024","MWYARD-V-0024","Certification GPS-500","GPS","","Moving","42194.8","68.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0025","MWYARD-V-0025","Certification GPS-500","GPS","","Moving","42210.1","68","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0026","MWYARD-V-0026","Certification GPS-500","GPS","","Moving","42225.3","67.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0027","MWYARD-V-0027","Certification GPS-500","GPS","","Moving","42240.6","67","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0028","MWYARD-V-0028","Certification GPS-500","GPS","","Moving","42255.8","66.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0029","MWYARD-V-0029","Certification GPS-500","GPS","","Moving","42271.1","66","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0030","MWYARD-V-0030","Certification GPS-500","GPS","","Moving","42286.3","65.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0031","MWYARD-V-0031","Certification GPS-500","GPS","","Moving","42301.6","65","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0032","MWYARD-V-0032","Certification GPS-500","GPS","","Moving","42316.8","64.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0033","MWYARD-V-0033","Certification GPS-500","GPS","","Moving","42332.1","64","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0034","MWYARD-V-0034","Certification GPS-500","GPS","","Moving","42347.3","72","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0035","MWYARD-V-0035","Certification GPS-500","GPS","","Moving","42362.6","71.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0036","MWYARD-V-0036","Certification GPS-500","GPS","","Moving","42377.8","71","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0037","MWYARD-V-0037","Certification GPS-500","GPS","","Moving","42393.1","70.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0038","MWYARD-V-0038","Certification GPS-500","GPS","","Moving","42408.3","70","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0039","MWYARD-V-0039","Certification GPS-500","GPS","","Moving","42423.6","69.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0040","MWYARD-V-0040","Certification GPS-500","GPS","","Moving","42438.8","69","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0041","MWYARD-V-0041","Certification GPS-500","GPS","","Moving","42454.1","68.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0042","MWYARD-V-0042","Certification GPS-500","GPS","","Moving","42469.3","68","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0043","MWYARD-V-0043","Certification GPS-500","GPS","","Moving","42484.6","67.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0044","MWYARD-V-0044","Certification GPS-500","GPS","","Moving","42499.8","67","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0045","MWYARD-V-0045","Certification GPS-500","GPS","","Moving","42515.1","66.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0046","MWYARD-V-0046","Certification GPS-500","GPS","","Moving","42530.3","66","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0047","MWYARD-V-0047","Certification GPS-500","GPS","","Moving","42545.6","65.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0048","MWYARD-V-0048","Certification GPS-500","GPS","","Moving","42560.8","65","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0049","MWYARD-V-0049","Certification GPS-500","GPS","","Moving","42576.1","64.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0050","MWYARD-V-0050","Certification GPS-500","GPS","","Moving","42591.3","64","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0051","MWYARD-V-0051","Certification GPS-500","GPS","","Moving","42606.6","72","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0052","MWYARD-V-0052","Certification GPS-500","GPS","","Moving","42621.8","71.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0053","MWYARD-V-0053","Certification GPS-500","GPS","","Moving","42637.1","71","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0054","MWYARD-V-0054","Certification GPS-500","GPS","","Moving","42652.3","70.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0055","MWYARD-V-0055","Certification GPS-500","GPS","","Moving","42667.6","70","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0056","MWYARD-V-0056","Certification GPS-500","GPS","","Moving","42682.8","69.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0057","MWYARD-V-0057","Certification GPS-500","GPS","","Moving","42698.1","69","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0058","MWYARD-V-0058","Certification GPS-500","GPS","","Moving","42713.3","68.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0059","MWYARD-V-0059","Certification GPS-500","GPS","","Moving","42728.6","68","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0060","MWYARD-V-0060","Certification GPS-500","GPS","","Moving","42743.8","67.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0061","MWYARD-V-0061","Certification GPS-500","GPS","","Moving","42759.1","67","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0062","MWYARD-V-0062","Certification GPS-500","GPS","","Moving","42774.3","66.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0063","MWYARD-V-0063","Certification GPS-500","GPS","","Moving","42789.6","66","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0064","MWYARD-V-0064","Certification GPS-500","GPS","","Moving","42804.8","65.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0065","MWYARD-V-0065","Certification GPS-500","GPS","","Moving","42820.1","65","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0066","MWYARD-V-0066","Certification GPS-500","GPS","","Moving","42835.3","64.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0067","MWYARD-V-0067","Certification GPS-500","GPS","","Moving","42850.6","64","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0068","MWYARD-V-0068","Certification GPS-500","GPS","","Moving","42865.8","72","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0069","MWYARD-V-0069","Certification GPS-500","GPS","","Moving","42881.1","71.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0070","MWYARD-V-0070","Certification GPS-500","GPS","","Moving","42896.3","71","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0071","MWYARD-V-0071","Certification GPS-500","GPS","","Moving","42911.6","70.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0072","MWYARD-V-0072","Certification GPS-500","GPS","","Moving","42926.8","70","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0073","MWYARD-V-0073","Certification GPS-500","GPS","","Moving","42942.1","69.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0074","MWYARD-V-0074","Certification GPS-500","GPS","","Moving","42957.3","69","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0075","MWYARD-V-0075","Certification GPS-500","GPS","","Moving","42972.6","68.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0076","MWYARD-V-0076","Certification GPS-500","GPS","","Moving","42987.8","68","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0077","MWYARD-V-0077","Certification GPS-500","GPS","","Moving","43003.1","67.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0078","MWYARD-V-0078","Certification GPS-500","GPS","","Moving","43018.3","67","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0079","MWYARD-V-0079","Certification GPS-500","GPS","","Moving","43033.6","66.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0080","MWYARD-V-0080","Certification GPS-500","GPS","","Moving","43048.8","66","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0081","MWYARD-V-0081","Certification GPS-500","GPS","","Moving","43064.1","65.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0082","MWYARD-V-0082","Certification GPS-500","GPS","","Moving","43079.3","65","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0083","MWYARD-V-0083","Certification GPS-500","GPS","","Moving","43094.6","64.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0084","MWYARD-V-0084","Certification GPS-500","GPS","","Moving","43109.8","64","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0085","MWYARD-V-0085","Certification GPS-500","GPS","","Moving","43125.1","72","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0086","MWYARD-V-0086","Certification GPS-500","GPS","","Moving","43140.3","71.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0087","MWYARD-V-0087","Certification GPS-500","GPS","","Moving","43155.6","71","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0088","MWYARD-V-0088","Certification GPS-500","GPS","","Moving","43170.8","70.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0089","MWYARD-V-0089","Certification GPS-500","GPS","","Moving","43186.1","70","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0090","MWYARD-V-0090","Certification GPS-500","GPS","","Moving","43201.3","69.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0091","MWYARD-V-0091","Certification GPS-500","GPS","","Moving","43216.6","69","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0092","MWYARD-V-0092","Certification GPS-500","GPS","","Moving","43231.8","68.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0093","MWYARD-V-0093","Certification GPS-500","GPS","","Moving","43247.1","68","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0094","MWYARD-V-0094","Certification GPS-500","GPS","","Moving","43262.3","67.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0095","MWYARD-V-0095","Certification GPS-500","GPS","","Moving","43277.6","67","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0096","MWYARD-V-0096","Certification GPS-500","GPS","","Moving","43292.8","66.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0097","MWYARD-V-0097","Certification GPS-500","GPS","","Moving","43308.1","66","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0098","MWYARD-V-0098","Certification GPS-500","GPS","","Moving","43323.3","65.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0099","MWYARD-V-0099","Certification GPS-500","GPS","","Moving","43338.6","65","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0100","MWYARD-V-0100","Certification GPS-500","GPS","","Moving","43353.8","64.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0101","MWYARD-V-0101","Certification GPS-500","GPS","","Moving","43369.1","64","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0102","MWYARD-V-0102","Certification GPS-500","GPS","","Moving","43384.3","72","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0103","MWYARD-V-0103","Certification GPS-500","GPS","","Moving","43399.6","71.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0104","MWYARD-V-0104","Certification GPS-500","GPS","","Moving","43414.8","71","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0105","MWYARD-V-0105","Certification GPS-500","GPS","","Moving","43430.1","70.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0106","MWYARD-V-0106","Certification GPS-500","GPS","","Moving","43445.3","70","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0107","MWYARD-V-0107","Certification GPS-500","GPS","","Moving","43460.6","69.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0108","MWYARD-V-0108","Certification GPS-500","GPS","","Moving","43475.8","69","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0109","MWYARD-V-0109","Certification GPS-500","GPS","","Moving","43491.1","68.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0110","MWYARD-V-0110","Certification GPS-500","GPS","","Moving","43506.3","68","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0111","MWYARD-V-0111","Certification GPS-500","GPS","","Moving","43521.6","67.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0112","MWYARD-V-0112","Certification GPS-500","GPS","","Moving","43536.8","67","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0113","MWYARD-V-0113","Certification GPS-500","GPS","","Moving","43552.1","66.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0114","MWYARD-V-0114","Certification GPS-500","GPS","","Moving","43567.3","66","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0115","MWYARD-V-0115","Certification GPS-500","GPS","","Moving","43582.6","65.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0116","MWYARD-V-0116","Certification GPS-500","GPS","","Moving","43597.8","65","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0117","MWYARD-V-0117","Certification GPS-500","GPS","","Moving","43613.1","64.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0118","MWYARD-V-0118","Certification GPS-500","GPS","","Moving","43628.3","64","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0119","MWYARD-V-0119","Certification GPS-500","GPS","","Moving","43643.6","72","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0120","MWYARD-V-0120","Certification GPS-500","GPS","","Moving","43658.8","71.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0121","MWYARD-V-0121","Certification GPS-500","GPS","","Moving","43674.1","71","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0122","MWYARD-V-0122","Certification GPS-500","GPS","","Moving","43689.3","70.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0123","MWYARD-V-0123","Certification GPS-500","GPS","","Moving","43704.6","70","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0124","MWYARD-V-0124","Certification GPS-500","GPS","","Moving","43719.8","69.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0125","MWYARD-V-0125","Certification GPS-500","GPS","","Moving","43735.1","69","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0126","MWYARD-V-0126","Certification GPS-500","GPS","","Moving","43750.3","68.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0127","MWYARD-V-0127","Certification GPS-500","GPS","","Moving","43765.6","68","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0128","MWYARD-V-0128","Certification GPS-500","GPS","","Moving","43780.8","67.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0129","MWYARD-V-0129","Certification GPS-500","GPS","","Moving","43796.1","67","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0130","MWYARD-V-0130","Certification GPS-500","GPS","","Moving","43811.3","66.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0131","MWYARD-V-0131","Certification GPS-500","GPS","","Moving","43826.6","66","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0132","MWYARD-V-0132","Certification GPS-500","GPS","","Moving","43841.8","65.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0133","MWYARD-V-0133","Certification GPS-500","GPS","","Moving","43857.1","65","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0134","MWYARD-V-0134","Certification GPS-500","GPS","","Moving","43872.3","64.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0135","MWYARD-V-0135","Certification GPS-500","GPS","","Moving","43887.6","64","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0136","MWYARD-V-0136","Certification GPS-500","GPS","","Moving","43902.8","72","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0137","MWYARD-V-0137","Certification GPS-500","GPS","","Moving","43918.1","71.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0138","MWYARD-V-0138","Certification GPS-500","GPS","","Moving","43933.3","71","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0139","MWYARD-V-0139","Certification GPS-500","GPS","","Moving","43948.6","70.5","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0140","MWYARD-V-0140","Certification GPS-500","GPS","","Moving","43963.8","70","13.8","2026-08-28T07:43:41Z","Stale"
"MWYARD-DEV-0141","MWYARD-V-0141","Certification GPS-500","GPS","","Moving","43975.8","69.5","13.8","2026-08-28T07:38:41Z","Stale"
"MWYARD-DEV-0142","MWYARD-V-0142","Certification GPS-500","GPS","","Moving","43987.9","69","13.8","2026-08-28T07:38:41Z","Stale"
"MWYARD-DEV-0143","MWYARD-V-0143","Certification GPS-500","GPS","","Moving","43999.9","68.5","13.8","2026-08-28T07:38:41Z","Stale"
"MWYARD-DEV-0144","MWYARD-V-0144","Certification GPS-500","GPS","","Moving","44012","68","13.8","2026-08-28T07:38:41Z","Stale"
"MWYARD-DEV-0145","MWYARD-V-0145","Certification GPS-500","GPS","","Moving","44024.1","67.5","13.8","2026-08-28T07:38:41Z","Stale"
"MWYARD-DEV-0146","MWYARD-V-0146","Certification GPS-500","GPS","","Moving","44036.1","67","13.8","2026-08-28T07:38:41Z","Stale"
"MWYARD-DEV-0147","MWYARD-V-0147","Certification GPS-500","GPS","","Moving","44048.2","66.5","13.8","2026-08-28T07:38:41Z","Stale"
"MWYARD-DEV-0148","MWYARD-V-0148","Certification GPS-500","GPS","","Moving","44060.2","66","13.8","2026-08-28T07:38:41Z","Stale"
"MWYARD-DEV-0149","MWYARD-V-0149","Certification GPS-500","GPS","","Moving","44072.2","65.5","13.8","2026-08-28T07:38:41Z","Stale"
"MWYARD-DEV-0150","MWYARD-V-0150","Certification GPS-500","GPS","","Moving","44084.3","65","13.8","2026-08-28T07:38:41Z","Stale"
"MWYARD-DEV-0151","MWYARD-V-0151","Certification GPS-500","GPS","","Moving","44096.3","64.5","13.8","2026-08-28T07:38:41Z","Stale"
"MWYARD-DEV-0152","MWYARD-V-0152","Certification GPS-500","GPS","","Moving","44108.4","64","13.8","2026-08-28T07:38:41Z","Stale"
"MWYARD-DEV-0153","MWYARD-V-0153","Certification GPS-500","GPS","","Moving","44120.4","72","13.8","2026-08-28T07:38:41Z","Stale"
"MWYARD-DEV-0154","MWYARD-V-0154","Certification GPS-500","GPS","","Moving","44132.5","71.5","13.8","2026-08-28T07:38:41Z","Stale"
"MWYARD-DEV-0155","MWYARD-V-0155","Certification GPS-500","GPS","","Moving","44144.6","71","13.8","2026-08-28T07:38:41Z","Stale"
"MWYARD-DEV-0156","MWYARD-V-0156","Certification GPS-500","GPS","","Moving","44156.6","70.5","13.8","2026-08-28T07:38:41Z","Stale"
"MWYARD-DEV-0157","MWYARD-V-0157","Certification GPS-500","GPS","","Moving","44168.7","70","13.8","2026-08-28T07:38:41Z","Stale"
"MWYARD-DEV-0158","MWYARD-V-0158","Certification GPS-500","GPS","","Moving","44180.7","69.5","13.8","2026-08-28T07:38:41Z","Stale"
"MWYARD-DEV-0159","MWYARD-V-0159","Certification GPS-500","GPS","","Moving","44192.8","69","13.8","2026-08-28T07:38:41Z","Stale"
"MWYARD-DEV-0160","MWYARD-V-0160","Certification GPS-500","GPS","","Moving","44204.8","68.5","13.8","2026-08-28T07:38:41Z","Stale"
"MWYARD-DEV-0161","MWYARD-V-0161","Certification GPS-500","GPS","","Moving","44216.8","68","13.8","2026-08-28T07:21:41Z","Stale"
"MWYARD-DEV-0162","MWYARD-V-0162","Certification GPS-500","GPS","","Moving","44228.9","67.5","13.8","2026-08-28T07:21:41Z","Stale"
"MWYARD-DEV-0163","MWYARD-V-0163","Certification GPS-500","GPS","","Moving","44240.9","67","13.8","2026-08-28T07:21:41Z","Stale"
"MWYARD-DEV-0164","MWYARD-V-0164","Certification GPS-500","GPS","","Moving","44253","66.5","13.8","2026-08-28T07:21:41Z","Stale"
"MWYARD-DEV-0165","MWYARD-V-0165","Certification GPS-500","GPS","","Moving","44265.1","66","13.8","2026-08-28T07:21:41Z","Stale"
"MWYARD-DEV-0166","MWYARD-V-0166","Certification GPS-500","GPS","","Moving","44277.1","65.5","13.8","2026-08-28T07:21:41Z","Stale"
"MWYARD-DEV-0167","MWYARD-V-0167","Certification GPS-500","GPS","","Moving","44289.2","65","13.8","2026-08-28T07:21:41Z","Stale"
"MWYARD-DEV-0168","MWYARD-V-0168","Certification GPS-500","GPS","","Moving","44301.2","64.5","13.8","2026-08-28T07:21:41Z","Stale"
"MWYARD-DEV-0169","MWYARD-V-0169","Certification GPS-500","GPS","","Moving","44313.2","64","13.8","2026-08-28T07:21:41Z","Stale"
"MWYARD-DEV-0170","MWYARD-V-0170","Certification GPS-500","GPS","","Moving","44325.3","72","13.8","2026-08-28T07:21:41Z","Stale"
