assetTag,branchCode,name,assetTypeCode,status,currentLocation,condition,isReturnable,quantity,unitOfMeasure,notes,lastSeenAtUtc,createdAtUtc
NEHUB-TRL-0014,NE-HUB,Certification Trailer NEHUB 0014,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0014,,08/26/2026 01:48:53
NEHUB-TRL-0015,NE-HUB,Certification Trailer NEHUB 0015,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0015,,08/26/2026 01:48:53
NEHUB-TRL-0016,NE-HUB,Certification Trailer NEHUB 0016,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0016,,08/26/2026 01:48:53
NEHUB-TRL-0017,NE-HUB,Certification Trailer NEHUB 0017,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0017,,08/26/2026 01:48:53
NEHUB-TRL-0018,NE-HUB,Certification Trailer NEHUB 0018,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0018,,08/26/2026 01:48:53
NEHUB-TRL-0019,NE-HUB,Certification Trailer NEHUB 0019,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0019,,08/26/2026 01:48:53
NEHUB-TRL-0020,NE-HUB,Certification Trailer NEHUB 0020,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0020,,08/26/2026 01:48:53
NEHUB-TRL-0021,NE-HUB,Certification Trailer NEHUB 0021,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0021,,08/26/2026 01:48:53
NEHUB-TRL-0022,NE-HUB,Certification Trailer NEHUB 0022,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0022,,08/26/2026 01:48:53
NEHUB-TRL-0023,NE-HUB,Certification Trailer NEHUB 0023,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0023,,08/26/2026 01:48:53
NEHUB-TRL-0024,NE-HUB,Certification Trailer NEHUB 0024,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0024,,08/26/2026 01:48:53
NEHUB-TRL-0025,NE-HUB,Certification Trailer NEHUB 0025,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0025,,08/26/2026 01:48:53
NEHUB-TRL-0026,NE-HUB,Certification Trailer NEHUB 0026,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0026,,08/26/2026 01:48:53
NEHUB-TRL-0027,NE-HUB,Certification Trailer NEHUB 0027,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0027,,08/26/2026 01:48:53
NEHUB-TRL-0028,NE-HUB,Certification Trailer NEHUB 0028,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0028,,08/26/2026 01:48:53
NEHUB-TRL-0029,NE-HUB,Certification Trailer NEHUB 0029,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0029,,08/26/2026 01:48:53
NEHUB-TRL-0030,NE-HUB,Certification Trailer NEHUB 0030,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0030,,08/26/2026 01:48:53
NEHUB-TRL-0031,NE-HUB,Certification Trailer NEHUB 0031,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0031,,08/26/2026 01:48:53
NEHUB-TRL-0032,NE-HUB,Certification Trailer NEHUB 0032,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0032,,08/26/2026 01:48:53
NEHUB-TRL-0033,NE-HUB,Certification Trailer NEHUB 0033,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0033,,08/26/2026 01:48:53
NEHUB-TRL-0034,NE-HUB,Certification Trailer NEHUB 0034,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0034,,08/26/2026 01:48:53
NEHUB-TRL-0035,NE-HUB,Certification Trailer NEHUB 0035,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0035,,08/26/2026 01:48:53
NEHUB-TRL-0036,NE-HUB,Certification Trailer NEHUB 0036,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0036,,08/26/2026 01:48:53
NEHUB-TRL-0037,NE-HUB,Certification Trailer NEHUB 0037,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0037,,08/26/2026 01:48:53
NEHUB-TRL-0038,NE-HUB,Certification Trailer NEHUB 0038,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0038,,08/26/2026 01:48:53
NEHUB-TRL-0039,NE-HUB,Certification Trailer NEHUB 0039,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0039,,08/26/2026 01:48:53
NEHUB-TRL-0040,NE-HUB,Certification Trailer NEHUB 0040,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0040,,08/26/2026 01:48:53
NEHUB-TRL-0041,NE-HUB,Certification Trailer NEHUB 0041,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0041,,08/26/2026 01:48:53
NEHUB-TRL-0042,NE-HUB,Certification Trailer NEHUB 0042,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0042,,08/26/2026 01:48:53
NEHUB-TRL-0043,NE-HUB,Certification Trailer NEHUB 0043,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0043,,08/26/2026 01:48:53
NEHUB-TRL-0044,NE-HUB,Certification Trailer NEHUB 0044,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0044,,08/26/2026 01:48:53
NEHUB-TRL-0045,NE-HUB,Certification Trailer NEHUB 0045,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0045,,08/26/2026 01:48:53
NEHUB-TRL-0046,NE-HUB,Certification Trailer NEHUB 0046,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0046,,08/26/2026 01:48:53
NEHUB-TRL-0047,NE-HUB,Certification Trailer NEHUB 0047,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0047,,08/26/2026 01:48:53
NEHUB-TRL-0048,NE-HUB,Certification Trailer NEHUB 0048,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0048,,08/26/2026 01:48:53
NEHUB-TRL-0049,NE-HUB,Certification Trailer NEHUB 0049,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0049,,08/26/2026 01:48:53
NEHUB-TRL-0050,NE-HUB,Certification Trailer NEHUB 0050,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0050,,08/26/2026 01:48:53
NEHUB-TRL-0051,NE-HUB,Certification Trailer NEHUB 0051,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0051,,08/26/2026 01:48:53
NEHUB-TRL-0052,NE-HUB,Certification Trailer NEHUB 0052,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0052,,08/26/2026 01:48:53
NEHUB-TRL-0053,NE-HUB,Certification Trailer NEHUB 0053,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0053,,08/26/2026 01:48:53
NEHUB-TRL-0054,NE-HUB,Certification Trailer NEHUB 0054,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0054,,08/26/2026 01:48:53
NEHUB-TRL-0055,NE-HUB,Certification Trailer NEHUB 0055,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0055,,08/26/2026 01:48:53
NEHUB-TRL-0056,NE-HUB,Certification Trailer NEHUB 0056,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0056,,08/26/2026 01:48:53
NEHUB-TRL-0057,NE-HUB,Certification Trailer NEHUB 0057,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0057,,08/26/2026 01:48:53
NEHUB-TRL-0058,NE-HUB,Certification Trailer NEHUB 0058,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0058,,08/26/2026 01:48:53
NEHUB-TRL-0059,NE-HUB,Certification Trailer NEHUB 0059,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0059,,08/26/2026 01:48:53
NEHUB-TRL-0060,NE-HUB,Certification Trailer NEHUB 0060,TRAILER,Available,Northeast Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0060,,08/26/2026 01:48:53
SEDEPOT-TRL-0001,SE-DEPOT,Certification Trailer SEDEPOT 0001,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0001,,08/26/2026 01:50:37
SEDEPOT-TRL-0002,SE-DEPOT,Certification Trailer SEDEPOT 0002,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0002,,08/26/2026 01:50:37
SEDEPOT-TRL-0003,SE-DEPOT,Certification Trailer SEDEPOT 0003,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0003,,08/26/2026 01:50:37
SEDEPOT-TRL-0004,SE-DEPOT,Certification Trailer SEDEPOT 0004,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0004,,08/26/2026 01:50:37
SEDEPOT-TRL-0005,SE-DEPOT,Certification Trailer SEDEPOT 0005,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0005,,08/26/2026 01:50:37
SEDEPOT-TRL-0006,SE-DEPOT,Certification Trailer SEDEPOT 0006,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0006,,08/26/2026 01:50:37
SEDEPOT-TRL-0007,SE-DEPOT,Certification Trailer SEDEPOT 0007,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0007,,08/26/2026 01:50:37
SEDEPOT-TRL-0008,SE-DEPOT,Certification Trailer SEDEPOT 0008,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0008,,08/26/2026 01:50:37
SEDEPOT-TRL-0009,SE-DEPOT,Certification Trailer SEDEPOT 0009,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0009,,08/26/2026 01:50:37
SEDEPOT-TRL-0010,SE-DEPOT,Certification Trailer SEDEPOT 0010,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0010,,08/26/2026 01:50:37
SEDEPOT-TRL-0011,SE-DEPOT,Certification Trailer SEDEPOT 0011,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0011,,08/26/2026 01:50:37
SEDEPOT-TRL-0012,SE-DEPOT,Certification Trailer SEDEPOT 0012,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0012,,08/26/2026 01:50:37
SEDEPOT-TRL-0013,SE-DEPOT,Certification Trailer SEDEPOT 0013,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0013,,08/26/2026 01:50:37
SEDEPOT-TRL-0014,SE-DEPOT,Certification Trailer SEDEPOT 0014,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0014,,08/26/2026 01:50:37
SEDEPOT-TRL-0015,SE-DEPOT,Certification Trailer SEDEPOT 0015,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0015,,08/26/2026 01:50:37
SEDEPOT-TRL-0016,SE-DEPOT,Certification Trailer SEDEPOT 0016,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0016,,08/26/2026 01:50:37
SEDEPOT-TRL-0017,SE-DEPOT,Certification Trailer SEDEPOT 0017,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0017,,08/26/2026 01:50:37
SEDEPOT-TRL-0018,SE-DEPOT,Certification Trailer SEDEPOT 0018,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0018,,08/26/2026 01:50:37
SEDEPOT-TRL-0019,SE-DEPOT,Certification Trailer SEDEPOT 0019,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0019,,08/26/2026 01:50:37
SEDEPOT-TRL-0020,SE-DEPOT,Certification Trailer SEDEPOT 0020,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0020,,08/26/2026 01:50:37
SEDEPOT-TRL-0021,SE-DEPOT,Certification Trailer SEDEPOT 0021,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0021,,08/26/2026 01:50:37
SEDEPOT-TRL-0022,SE-DEPOT,Certification Trailer SEDEPOT 0022,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0022,,08/26/2026 01:50:37
SEDEPOT-TRL-0023,SE-DEPOT,Certification Trailer SEDEPOT 0023,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0023,,08/26/2026 01:50:37
SEDEPOT-TRL-0024,SE-DEPOT,Certification Trailer SEDEPOT 0024,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0024,,08/26/2026 01:50:37
SEDEPOT-TRL-0025,SE-DEPOT,Certification Trailer SEDEPOT 0025,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0025,,08/26/2026 01:50:37
SEDEPOT-TRL-0026,SE-DEPOT,Certification Trailer SEDEPOT 0026,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0026,,08/26/2026 01:50:37
SEDEPOT-TRL-0027,SE-DEPOT,Certification Trailer SEDEPOT 0027,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0027,,08/26/2026 01:50:37
SEDEPOT-TRL-0028,SE-DEPOT,Certification Trailer SEDEPOT 0028,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0028,,08/26/2026 01:50:37
SEDEPOT-TRL-0029,SE-DEPOT,Certification Trailer SEDEPOT 0029,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0029,,08/26/2026 01:50:37
SEDEPOT-TRL-0030,SE-DEPOT,Certification Trailer SEDEPOT 0030,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0030,,08/26/2026 01:50:37
SEDEPOT-TRL-0031,SE-DEPOT,Certification Trailer SEDEPOT 0031,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0031,,08/26/2026 01:50:37
SEDEPOT-TRL-0032,SE-DEPOT,Certification Trailer SEDEPOT 0032,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0032,,08/26/2026 01:50:37
SEDEPOT-TRL-0033,SE-DEPOT,Certification Trailer SEDEPOT 0033,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0033,,08/26/2026 01:50:37
SEDEPOT-TRL-0034,SE-DEPOT,Certification Trailer SEDEPOT 0034,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0034,,08/26/2026 01:50:37
SEDEPOT-TRL-0035,SE-DEPOT,Certification Trailer SEDEPOT 0035,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0035,,08/26/2026 01:50:37
SEDEPOT-TRL-0036,SE-DEPOT,Certification Trailer SEDEPOT 0036,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0036,,08/26/2026 01:50:37
SEDEPOT-TRL-0037,SE-DEPOT,Certification Trailer SEDEPOT 0037,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0037,,08/26/2026 01:50:37
SEDEPOT-TRL-0038,SE-DEPOT,Certification Trailer SEDEPOT 0038,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0038,,08/26/2026 01:50:37
SEDEPOT-TRL-0039,SE-DEPOT,Certification Trailer SEDEPOT 0039,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0039,,08/26/2026 01:50:37
SEDEPOT-TRL-0040,SE-DEPOT,Certification Trailer SEDEPOT 0040,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0040,,08/26/2026 01:50:37
SEDEPOT-TRL-0041,SE-DEPOT,Certification Trailer SEDEPOT 0041,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0041,,08/26/2026 01:50:37
SEDEPOT-TRL-0042,SE-DEPOT,Certification Trailer SEDEPOT 0042,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0042,,08/26/2026 01:50:37
SEDEPOT-TRL-0043,SE-DEPOT,Certification Trailer SEDEPOT 0043,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0043,,08/26/2026 01:50:37
SEDEPOT-TRL-0044,SE-DEPOT,Certification Trailer SEDEPOT 0044,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0044,,08/26/2026 01:50:37
SEDEPOT-TRL-0045,SE-DEPOT,Certification Trailer SEDEPOT 0045,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0045,,08/26/2026 01:50:37
SEDEPOT-TRL-0046,SE-DEPOT,Certification Trailer SEDEPOT 0046,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0046,,08/26/2026 01:50:37
SEDEPOT-TRL-0047,SE-DEPOT,Certification Trailer SEDEPOT 0047,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0047,,08/26/2026 01:50:37
SEDEPOT-TRL-0048,SE-DEPOT,Certification Trailer SEDEPOT 0048,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0048,,08/26/2026 01:50:37
SEDEPOT-TRL-0049,SE-DEPOT,Certification Trailer SEDEPOT 0049,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0049,,08/26/2026 01:50:37
SEDEPOT-TRL-0050,SE-DEPOT,Certification Trailer SEDEPOT 0050,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0050,,08/26/2026 01:50:37
SEDEPOT-TRL-0051,SE-DEPOT,Certification Trailer SEDEPOT 0051,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0051,,08/26/2026 01:50:37
SEDEPOT-TRL-0052,SE-DEPOT,Certification Trailer SEDEPOT 0052,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0052,,08/26/2026 01:50:37
SEDEPOT-TRL-0053,SE-DEPOT,Certification Trailer SEDEPOT 0053,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0053,,08/26/2026 01:50:37
SEDEPOT-TRL-0054,SE-DEPOT,Certification Trailer SEDEPOT 0054,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0054,,08/26/2026 01:50:37
SEDEPOT-TRL-0055,SE-DEPOT,Certification Trailer SEDEPOT 0055,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0055,,08/26/2026 01:50:37
SEDEPOT-TRL-0056,SE-DEPOT,Certification Trailer SEDEPOT 0056,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0056,,08/26/2026 01:50:37
SEDEPOT-TRL-0057,SE-DEPOT,Certification Trailer SEDEPOT 0057,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0057,,08/26/2026 01:50:37
SEDEPOT-TRL-0058,SE-DEPOT,Certification Trailer SEDEPOT 0058,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0058,,08/26/2026 01:50:37
SEDEPOT-TRL-0059,SE-DEPOT,Certification Trailer SEDEPOT 0059,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0059,,08/26/2026 01:50:37
SEDEPOT-TRL-0060,SE-DEPOT,Certification Trailer SEDEPOT 0060,TRAILER,Available,Southeast Service Depot,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0060,,08/26/2026 01:50:37
WESTHUB-TRL-0001,WEST-HUB,Certification Trailer WESTHUB 0001,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0001,,08/26/2026 01:55:10
WESTHUB-TRL-0002,WEST-HUB,Certification Trailer WESTHUB 0002,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0002,,08/26/2026 01:55:10
WESTHUB-TRL-0003,WEST-HUB,Certification Trailer WESTHUB 0003,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0003,,08/26/2026 01:55:10
WESTHUB-TRL-0004,WEST-HUB,Certification Trailer WESTHUB 0004,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0004,,08/26/2026 01:55:10
WESTHUB-TRL-0005,WEST-HUB,Certification Trailer WESTHUB 0005,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0005,,08/26/2026 01:55:10
WESTHUB-TRL-0006,WEST-HUB,Certification Trailer WESTHUB 0006,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0006,,08/26/2026 01:55:10
WESTHUB-TRL-0007,WEST-HUB,Certification Trailer WESTHUB 0007,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0007,,08/26/2026 01:55:10
WESTHUB-TRL-0008,WEST-HUB,Certification Trailer WESTHUB 0008,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0008,,08/26/2026 01:55:10
WESTHUB-TRL-0009,WEST-HUB,Certification Trailer WESTHUB 0009,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0009,,08/26/2026 01:55:10
WESTHUB-TRL-0010,WEST-HUB,Certification Trailer WESTHUB 0010,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0010,,08/26/2026 01:55:10
WESTHUB-TRL-0011,WEST-HUB,Certification Trailer WESTHUB 0011,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0011,,08/26/2026 01:55:10
WESTHUB-TRL-0012,WEST-HUB,Certification Trailer WESTHUB 0012,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0012,,08/26/2026 01:55:10
WESTHUB-TRL-0013,WEST-HUB,Certification Trailer WESTHUB 0013,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0013,,08/26/2026 01:55:10
WESTHUB-TRL-0014,WEST-HUB,Certification Trailer WESTHUB 0014,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0014,,08/26/2026 01:55:10
WESTHUB-TRL-0015,WEST-HUB,Certification Trailer WESTHUB 0015,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0015,,08/26/2026 01:55:10
WESTHUB-TRL-0016,WEST-HUB,Certification Trailer WESTHUB 0016,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0016,,08/26/2026 01:55:10
WESTHUB-TRL-0017,WEST-HUB,Certification Trailer WESTHUB 0017,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0017,,08/26/2026 01:55:10
WESTHUB-TRL-0018,WEST-HUB,Certification Trailer WESTHUB 0018,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0018,,08/26/2026 01:55:10
WESTHUB-TRL-0019,WEST-HUB,Certification Trailer WESTHUB 0019,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0019,,08/26/2026 01:55:10
WESTHUB-TRL-0020,WEST-HUB,Certification Trailer WESTHUB 0020,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0020,,08/26/2026 01:55:10
WESTHUB-TRL-0021,WEST-HUB,Certification Trailer WESTHUB 0021,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0021,,08/26/2026 01:55:10
WESTHUB-TRL-0022,WEST-HUB,Certification Trailer WESTHUB 0022,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0022,,08/26/2026 01:55:10
WESTHUB-TRL-0023,WEST-HUB,Certification Trailer WESTHUB 0023,TRAILER,Available,Western Fleet Hub,Good,True,1.00,Each,CERT-LARGE-20260825 branch trailer 0023,,08/26/2026 01:55:10
