"serialNumber","vehicleCode","locationLabel","positionSource","positionAccuracy","deviceFixAt","gatewayReceivedAt","dataFreshnessStatus","routingReadiness"
"CLHQ-DEV-0179","CLHQ-V-0179","35.2215, -80.8375","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"CLHQ-DEV-0180","CLHQ-V-0180","35.2222, -80.8382","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"CLHQ-DEV-0181","CLHQ-V-0181","35.2229, -80.8389","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"CLHQ-DEV-0182","CLHQ-V-0182","35.2236, -80.8396","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"CLHQ-DEV-0183","CLHQ-V-0183","35.2243, -80.8403","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"CLHQ-DEV-0184","CLHQ-V-0184","35.225, -80.841","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"CLHQ-DEV-0185","CLHQ-V-0185","35.2257, -80.8417","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"CLHQ-DEV-0186","CLHQ-V-0186","35.2264, -80.8424","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"CLHQ-DEV-0187","CLHQ-V-0187","35.2271, -80.8431","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"CLHQ-DEV-0188","CLHQ-V-0188","35.2278, -80.8438","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"CLHQ-DEV-0189","CLHQ-V-0189","35.2285, -80.8445","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"CLHQ-DEV-0190","CLHQ-V-0190","35.2292, -80.8452","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"CLHQ-DEV-0191","CLHQ-V-0191","35.7271, -80.3431","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"CLHQ-DEV-0192","CLHQ-V-0192","35.7271, -80.3431","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"CLHQ-DEV-0193","CLHQ-V-0193","35.7271, -80.3431","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"CLHQ-DEV-0194","CLHQ-V-0194","35.7271, -80.3431","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"CLHQ-DEV-0195","CLHQ-V-0195","35.7271, -80.3431","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"CLHQ-DEV-0196","CLHQ-V-0196","35.2334, -80.8494","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"CLHQ-DEV-0197","CLHQ-V-0197","35.2341, -80.8501","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"CLHQ-DEV-0198","CLHQ-V-0198","35.2348, -80.8508","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"CLHQ-DEV-0199","CLHQ-V-0199","35.2355, -80.8515","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"CLHQ-DEV-0200","CLHQ-V-0200","35.2187, -80.8347","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"CLHQ-DEV-0201","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"CLHQ-DEV-0202","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"CLHQ-DEV-0203","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"CLHQ-DEV-0204","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"CLHQ-DEV-0205","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"CLHQ-DEV-0206","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"CLHQ-DEV-0207","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"CLHQ-DEV-0208","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"CLHQ-DEV-0209","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"CLHQ-DEV-0210","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"CLHQ-DEV-0211","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"CLHQ-DEV-0212","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"CLHQ-DEV-0213","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"CLHQ-DEV-0214","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"CLHQ-DEV-0215","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"CLHQ-DEV-0216","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"CLHQ-DEV-0217","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"CLHQ-DEV-0218","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"CLHQ-DEV-0219","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"CLHQ-DEV-0220","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"MWYARD-DEV-0001","MWYARD-V-0001","43.0312, -87.8988","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0002","MWYARD-V-0002","43.0319, -87.8995","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0003","MWYARD-V-0003","43.0326, -87.9002","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0004","MWYARD-V-0004","43.0333, -87.9009","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0005","MWYARD-V-0005","43.034, -87.9016","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0006","MWYARD-V-0006","43.0347, -87.9023","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0007","MWYARD-V-0007","43.0354, -87.903","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0008","MWYARD-V-0008","43.0361, -87.9037","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0009","MWYARD-V-0009","43.0368, -87.9044","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0010","MWYARD-V-0010","43.0375, -87.9051","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0011","MWYARD-V-0011","43.0382, -87.9058","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0012","MWYARD-V-0012","43.0389, -87.9065","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0013","MWYARD-V-0013","43.0396, -87.9072","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0014","MWYARD-V-0014","43.0403, -87.9079","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0015","MWYARD-V-0015","43.041, -87.9086","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0016","MWYARD-V-0016","43.0417, -87.9093","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0017","MWYARD-V-0017","43.0424, -87.91","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0018","MWYARD-V-0018","43.0431, -87.9107","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0019","MWYARD-V-0019","43.0438, -87.9114","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0020","MWYARD-V-0020","43.0445, -87.9121","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0021","MWYARD-V-0021","43.0452, -87.9128","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0022","MWYARD-V-0022","43.0459, -87.9135","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0023","MWYARD-V-0023","43.0466, -87.9142","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0024","MWYARD-V-0024","43.0473, -87.9149","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0025","MWYARD-V-0025","43.0305, -87.8981","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0026","MWYARD-V-0026","43.0312, -87.8988","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0027","MWYARD-V-0027","43.0319, -87.8995","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0028","MWYARD-V-0028","43.0326, -87.9002","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0029","MWYARD-V-0029","43.0333, -87.9009","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0030","MWYARD-V-0030","43.034, -87.9016","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0031","MWYARD-V-0031","43.0347, -87.9023","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0032","MWYARD-V-0032","43.0354, -87.903","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0033","MWYARD-V-0033","43.0361, -87.9037","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0034","MWYARD-V-0034","43.0368, -87.9044","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0035","MWYARD-V-0035","43.0375, -87.9051","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0036","MWYARD-V-0036","43.0382, -87.9058","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0037","MWYARD-V-0037","43.0389, -87.9065","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0038","MWYARD-V-0038","43.0396, -87.9072","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0039","MWYARD-V-0039","43.0403, -87.9079","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0040","MWYARD-V-0040","43.041, -87.9086","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0041","MWYARD-V-0041","43.0417, -87.9093","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0042","MWYARD-V-0042","43.0424, -87.91","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0043","MWYARD-V-0043","43.0431, -87.9107","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0044","MWYARD-V-0044","43.0438, -87.9114","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0045","MWYARD-V-0045","43.0445, -87.9121","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0046","MWYARD-V-0046","43.0452, -87.9128","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0047","MWYARD-V-0047","43.0459, -87.9135","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0048","MWYARD-V-0048","43.0466, -87.9142","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0049","MWYARD-V-0049","43.0473, -87.9149","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0050","MWYARD-V-0050","43.0305, -87.8981","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0051","MWYARD-V-0051","43.0312, -87.8988","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0052","MWYARD-V-0052","43.0319, -87.8995","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0053","MWYARD-V-0053","43.0326, -87.9002","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0054","MWYARD-V-0054","43.0333, -87.9009","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0055","MWYARD-V-0055","43.034, -87.9016","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0056","MWYARD-V-0056","43.0347, -87.9023","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0057","MWYARD-V-0057","43.0354, -87.903","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0058","MWYARD-V-0058","43.0361, -87.9037","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0059","MWYARD-V-0059","43.0368, -87.9044","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0060","MWYARD-V-0060","43.0375, -87.9051","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0061","MWYARD-V-0061","43.0382, -87.9058","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0062","MWYARD-V-0062","43.0389, -87.9065","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0063","MWYARD-V-0063","43.0396, -87.9072","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0064","MWYARD-V-0064","43.0403, -87.9079","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0065","MWYARD-V-0065","43.041, -87.9086","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0066","MWYARD-V-0066","43.0417, -87.9093","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0067","MWYARD-V-0067","43.0424, -87.91","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0068","MWYARD-V-0068","43.0431, -87.9107","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0069","MWYARD-V-0069","43.0438, -87.9114","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0070","MWYARD-V-0070","43.0445, -87.9121","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0071","MWYARD-V-0071","43.0452, -87.9128","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0072","MWYARD-V-0072","43.0459, -87.9135","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0073","MWYARD-V-0073","43.0466, -87.9142","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0074","MWYARD-V-0074","43.0473, -87.9149","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0075","MWYARD-V-0075","43.0305, -87.8981","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0076","MWYARD-V-0076","43.0312, -87.8988","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0077","MWYARD-V-0077","43.0319, -87.8995","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0078","MWYARD-V-0078","43.0326, -87.9002","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0079","MWYARD-V-0079","43.0333, -87.9009","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0080","MWYARD-V-0080","43.034, -87.9016","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0081","MWYARD-V-0081","43.0347, -87.9023","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0082","MWYARD-V-0082","43.0354, -87.903","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0083","MWYARD-V-0083","43.0361, -87.9037","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0084","MWYARD-V-0084","43.0368, -87.9044","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0085","MWYARD-V-0085","43.0375, -87.9051","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0086","MWYARD-V-0086","43.0382, -87.9058","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0087","MWYARD-V-0087","43.0389, -87.9065","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0088","MWYARD-V-0088","43.0396, -87.9072","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0089","MWYARD-V-0089","43.0403, -87.9079","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0090","MWYARD-V-0090","43.041, -87.9086","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0091","MWYARD-V-0091","43.0417, -87.9093","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0092","MWYARD-V-0092","43.0424, -87.91","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0093","MWYARD-V-0093","43.0431, -87.9107","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0094","MWYARD-V-0094","43.0438, -87.9114","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0095","MWYARD-V-0095","43.0445, -87.9121","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0096","MWYARD-V-0096","43.0452, -87.9128","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0097","MWYARD-V-0097","43.0459, -87.9135","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0098","MWYARD-V-0098","43.0466, -87.9142","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0099","MWYARD-V-0099","43.0473, -87.9149","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0100","MWYARD-V-0100","43.0305, -87.8981","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0101","MWYARD-V-0101","43.0312, -87.8988","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0102","MWYARD-V-0102","43.0319, -87.8995","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0103","MWYARD-V-0103","43.0326, -87.9002","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0104","MWYARD-V-0104","43.0333, -87.9009","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0105","MWYARD-V-0105","43.034, -87.9016","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0106","MWYARD-V-0106","43.0347, -87.9023","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0107","MWYARD-V-0107","43.0354, -87.903","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0108","MWYARD-V-0108","43.0361, -87.9037","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0109","MWYARD-V-0109","43.0368, -87.9044","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0110","MWYARD-V-0110","43.0375, -87.9051","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0111","MWYARD-V-0111","43.0382, -87.9058","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0112","MWYARD-V-0112","43.0389, -87.9065","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0113","MWYARD-V-0113","43.0396, -87.9072","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0114","MWYARD-V-0114","43.0403, -87.9079","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0115","MWYARD-V-0115","43.041, -87.9086","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0116","MWYARD-V-0116","43.0417, -87.9093","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0117","MWYARD-V-0117","43.0424, -87.91","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0118","MWYARD-V-0118","43.0431, -87.9107","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0119","MWYARD-V-0119","43.0438, -87.9114","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0120","MWYARD-V-0120","43.0445, -87.9121","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0121","MWYARD-V-0121","43.0452, -87.9128","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0122","MWYARD-V-0122","43.0459, -87.9135","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0123","MWYARD-V-0123","43.0466, -87.9142","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0124","MWYARD-V-0124","43.0473, -87.9149","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0125","MWYARD-V-0125","43.0305, -87.8981","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0126","MWYARD-V-0126","43.0312, -87.8988","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0127","MWYARD-V-0127","43.0319, -87.8995","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0128","MWYARD-V-0128","43.0326, -87.9002","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0129","MWYARD-V-0129","43.0333, -87.9009","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0130","MWYARD-V-0130","43.034, -87.9016","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0131","MWYARD-V-0131","43.0347, -87.9023","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0132","MWYARD-V-0132","43.0354, -87.903","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0133","MWYARD-V-0133","43.0361, -87.9037","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0134","MWYARD-V-0134","43.0368, -87.9044","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0135","MWYARD-V-0135","43.0375, -87.9051","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0136","MWYARD-V-0136","43.0382, -87.9058","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0137","MWYARD-V-0137","43.0389, -87.9065","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0138","MWYARD-V-0138","43.0396, -87.9072","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0139","MWYARD-V-0139","43.0403, -87.9079","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0140","MWYARD-V-0140","43.041, -87.9086","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0141","MWYARD-V-0141","43.0417, -87.9093","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"MWYARD-DEV-0142","MWYARD-V-0142","43.0424, -87.91","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
