deviceSerial,imei,deviceCategory,deviceModel,provider,firmwareVersion,status,deviceState,branchCode,vehicleCode,driverName,lastSeenAt,revokedAt,createdAt
CLHQ-DEV-0165,990000001000165,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0166,990000001000166,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0167,990000001000167,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0168,990000001000168,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0169,990000001000169,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0170,990000001000170,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0171,990000001000171,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0172,990000001000172,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0173,990000001000173,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0174,990000001000174,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0175,990000001000175,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0176,990000001000176,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0177,990000001000177,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0178,990000001000178,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0179,990000001000179,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0180,990000001000180,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0181,990000001000181,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0182,990000001000182,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0183,990000001000183,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0184,990000001000184,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0185,990000001000185,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0186,990000001000186,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0187,990000001000187,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0188,990000001000188,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0189,990000001000189,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0190,990000001000190,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0191,990000001000191,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0192,990000001000192,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0193,990000001000193,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0194,990000001000194,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0195,990000001000195,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0196,990000001000196,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0197,990000001000197,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0198,990000001000198,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0199,990000001000199,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0200,990000001000200,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0201,990000001000201,ELD,Certification ELD-200,OpsTrax Certification Lab,1.0.0,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0202,990000001000202,ELD,Certification ELD-200,OpsTrax Certification Lab,1.1.1,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0203,990000001000203,ELD,Certification ELD-200,OpsTrax Certification Lab,1.2.2,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0204,990000001000204,ELD,Certification ELD-200,OpsTrax Certification Lab,1.3.3,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0205,990000001000205,ELD,Certification ELD-200,OpsTrax Certification Lab,1.4.4,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0206,990000001000206,ELD,Certification ELD-200,OpsTrax Certification Lab,1.0.5,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0207,990000001000207,ELD,Certification ELD-200,OpsTrax Certification Lab,1.1.6,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0208,990000001000208,ELD,Certification ELD-200,OpsTrax Certification Lab,1.2.7,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0209,990000001000209,ELD,Certification ELD-200,OpsTrax Certification Lab,1.3.8,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0210,990000001000210,ELD,Certification ELD-200,OpsTrax Certification Lab,1.4.9,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0211,990000001000211,ELD,Certification ELD-200,OpsTrax Certification Lab,1.0.0,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0212,990000001000212,ELD,Certification ELD-200,OpsTrax Certification Lab,1.1.1,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0213,990000001000213,ELD,Certification ELD-200,OpsTrax Certification Lab,1.2.2,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0214,990000001000214,ELD,Certification ELD-200,OpsTrax Certification Lab,1.3.3,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0215,990000001000215,ELD,Certification ELD-200,OpsTrax Certification Lab,1.4.4,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0216,990000001000216,ELD,Certification ELD-200,OpsTrax Certification Lab,1.0.5,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0217,990000001000217,ELD,Certification ELD-200,OpsTrax Certification Lab,1.1.6,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0218,990000001000218,ELD,Certification ELD-200,OpsTrax Certification Lab,1.2.7,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0219,990000001000219,ELD,Certification ELD-200,OpsTrax Certification Lab,1.3.8,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
CLHQ-DEV-0220,990000001000220,ELD,Certification ELD-200,OpsTrax Certification Lab,1.4.9,Active,Provisioned,CL-HQ,,,,,08/26/2026 01:18:12
MWYARD-DEV-0001,990000001000661,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0002,990000001000662,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0003,990000001000663,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0004,990000001000664,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0005,990000001000665,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0006,990000001000666,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0007,990000001000667,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0008,990000001000668,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0009,990000001000669,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0010,990000001000670,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0011,990000001000671,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0012,990000001000672,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0013,990000001000673,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0014,990000001000674,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0015,990000001000675,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0016,990000001000676,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0017,990000001000677,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0018,990000001000678,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0019,990000001000679,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0020,990000001000680,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0021,990000001000681,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0022,990000001000682,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0023,990000001000683,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0024,990000001000684,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0025,990000001000685,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0026,990000001000686,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0027,990000001000687,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0028,990000001000688,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0029,990000001000689,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0030,990000001000690,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0031,990000001000691,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0032,990000001000692,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0033,990000001000693,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0034,990000001000694,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0035,990000001000695,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0036,990000001000696,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0037,990000001000697,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0038,990000001000698,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0039,990000001000699,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0040,990000001000700,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0041,990000001000701,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0042,990000001000702,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0043,990000001000703,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0044,990000001000704,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0045,990000001000705,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0046,990000001000706,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0047,990000001000707,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0048,990000001000708,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0049,990000001000709,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0050,990000001000710,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0051,990000001000711,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0052,990000001000712,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0053,990000001000713,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0054,990000001000714,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0055,990000001000715,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0056,990000001000716,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0057,990000001000717,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0058,990000001000718,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0059,990000001000719,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0060,990000001000720,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0061,990000001000721,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0062,990000001000722,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0063,990000001000723,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0064,990000001000724,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0065,990000001000725,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0066,990000001000726,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0067,990000001000727,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0068,990000001000728,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0069,990000001000729,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0070,990000001000730,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0071,990000001000731,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0072,990000001000732,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0073,990000001000733,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0074,990000001000734,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0075,990000001000735,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0076,990000001000736,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0077,990000001000737,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0078,990000001000738,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0079,990000001000739,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0080,990000001000740,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0081,990000001000741,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0082,990000001000742,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0083,990000001000743,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0084,990000001000744,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0085,990000001000745,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0086,990000001000746,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0087,990000001000747,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0088,990000001000748,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0089,990000001000749,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0090,990000001000750,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0091,990000001000751,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0092,990000001000752,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0093,990000001000753,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0094,990000001000754,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0095,990000001000755,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0096,990000001000756,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0097,990000001000757,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0098,990000001000758,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0099,990000001000759,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0100,990000001000760,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0101,990000001000761,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0102,990000001000762,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0103,990000001000763,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0104,990000001000764,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0105,990000001000765,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0106,990000001000766,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0107,990000001000767,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0108,990000001000768,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
MWYARD-DEV-0109,990000001000769,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,Active,Provisioned,MW-YARD,,,,,08/26/2026 01:32:37
