deviceSerial,branchCode,imei,deviceCategory,deviceModel,provider,firmwareVersion,notes
NEHUB-DEV-0166,NE-HUB,990000001000386,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,CERT-LARGE-20260825 NE-HUB inventory 0166
NEHUB-DEV-0167,NE-HUB,990000001000387,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,CERT-LARGE-20260825 NE-HUB inventory 0167
NEHUB-DEV-0168,NE-HUB,990000001000388,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,CERT-LARGE-20260825 NE-HUB inventory 0168
NEHUB-DEV-0169,NE-HUB,990000001000389,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,CERT-LARGE-20260825 NE-HUB inventory 0169
NEHUB-DEV-0170,NE-HUB,990000001000390,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,CERT-LARGE-20260825 NE-HUB inventory 0170
NEHUB-DEV-0171,NE-HUB,990000001000391,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,CERT-LARGE-20260825 NE-HUB inventory 0171
NEHUB-DEV-0172,NE-HUB,990000001000392,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,CERT-LARGE-20260825 NE-HUB inventory 0172
NEHUB-DEV-0173,NE-HUB,990000001000393,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,CERT-LARGE-20260825 NE-HUB inventory 0173
NEHUB-DEV-0174,NE-HUB,990000001000394,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,CERT-LARGE-20260825 NE-HUB inventory 0174
NEHUB-DEV-0175,NE-HUB,990000001000395,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,CERT-LARGE-20260825 NE-HUB inventory 0175
NEHUB-DEV-0176,NE-HUB,990000001000396,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,CERT-LARGE-20260825 NE-HUB inventory 0176
NEHUB-DEV-0177,NE-HUB,990000001000397,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,CERT-LARGE-20260825 NE-HUB inventory 0177
NEHUB-DEV-0178,NE-HUB,990000001000398,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,CERT-LARGE-20260825 NE-HUB inventory 0178
NEHUB-DEV-0179,NE-HUB,990000001000399,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,CERT-LARGE-20260825 NE-HUB inventory 0179
NEHUB-DEV-0180,NE-HUB,990000001000400,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,CERT-LARGE-20260825 NE-HUB inventory 0180
NEHUB-DEV-0181,NE-HUB,990000001000401,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,CERT-LARGE-20260825 NE-HUB inventory 0181
NEHUB-DEV-0182,NE-HUB,990000001000402,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,CERT-LARGE-20260825 NE-HUB inventory 0182
NEHUB-DEV-0183,NE-HUB,990000001000403,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,CERT-LARGE-20260825 NE-HUB inventory 0183
NEHUB-DEV-0184,NE-HUB,990000001000404,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,CERT-LARGE-20260825 NE-HUB inventory 0184
NEHUB-DEV-0185,NE-HUB,990000001000405,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,CERT-LARGE-20260825 NE-HUB inventory 0185
NEHUB-DEV-0186,NE-HUB,990000001000406,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,CERT-LARGE-20260825 NE-HUB inventory 0186
NEHUB-DEV-0187,NE-HUB,990000001000407,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,CERT-LARGE-20260825 NE-HUB inventory 0187
NEHUB-DEV-0188,NE-HUB,990000001000408,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,CERT-LARGE-20260825 NE-HUB inventory 0188
NEHUB-DEV-0189,NE-HUB,990000001000409,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,CERT-LARGE-20260825 NE-HUB inventory 0189
NEHUB-DEV-0190,NE-HUB,990000001000410,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,CERT-LARGE-20260825 NE-HUB inventory 0190
NEHUB-DEV-0191,NE-HUB,990000001000411,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,CERT-LARGE-20260825 NE-HUB inventory 0191
NEHUB-DEV-0192,NE-HUB,990000001000412,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,CERT-LARGE-20260825 NE-HUB inventory 0192
NEHUB-DEV-0193,NE-HUB,990000001000413,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,CERT-LARGE-20260825 NE-HUB inventory 0193
NEHUB-DEV-0194,NE-HUB,990000001000414,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,CERT-LARGE-20260825 NE-HUB inventory 0194
NEHUB-DEV-0195,NE-HUB,990000001000415,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,CERT-LARGE-20260825 NE-HUB inventory 0195
NEHUB-DEV-0196,NE-HUB,990000001000416,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,CERT-LARGE-20260825 NE-HUB inventory 0196
NEHUB-DEV-0197,NE-HUB,990000001000417,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,CERT-LARGE-20260825 NE-HUB inventory 0197
NEHUB-DEV-0198,NE-HUB,990000001000418,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,CERT-LARGE-20260825 NE-HUB inventory 0198
NEHUB-DEV-0199,NE-HUB,990000001000419,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,CERT-LARGE-20260825 NE-HUB inventory 0199
NEHUB-DEV-0200,NE-HUB,990000001000420,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,CERT-LARGE-20260825 NE-HUB inventory 0200
NEHUB-DEV-0201,NE-HUB,990000001000421,ELD,Certification ELD-200,OpsTrax Certification Lab,1.0.0,CERT-LARGE-20260825 NE-HUB inventory 0201
NEHUB-DEV-0202,NE-HUB,990000001000422,ELD,Certification ELD-200,OpsTrax Certification Lab,1.1.1,CERT-LARGE-20260825 NE-HUB inventory 0202
NEHUB-DEV-0203,NE-HUB,990000001000423,ELD,Certification ELD-200,OpsTrax Certification Lab,1.2.2,CERT-LARGE-20260825 NE-HUB inventory 0203
NEHUB-DEV-0204,NE-HUB,990000001000424,ELD,Certification ELD-200,OpsTrax Certification Lab,1.3.3,CERT-LARGE-20260825 NE-HUB inventory 0204
NEHUB-DEV-0205,NE-HUB,990000001000425,ELD,Certification ELD-200,OpsTrax Certification Lab,1.4.4,CERT-LARGE-20260825 NE-HUB inventory 0205
NEHUB-DEV-0206,NE-HUB,990000001000426,ELD,Certification ELD-200,OpsTrax Certification Lab,1.0.5,CERT-LARGE-20260825 NE-HUB inventory 0206
NEHUB-DEV-0207,NE-HUB,990000001000427,ELD,Certification ELD-200,OpsTrax Certification Lab,1.1.6,CERT-LARGE-20260825 NE-HUB inventory 0207
NEHUB-DEV-0208,NE-HUB,990000001000428,ELD,Certification ELD-200,OpsTrax Certification Lab,1.2.7,CERT-LARGE-20260825 NE-HUB inventory 0208
NEHUB-DEV-0209,NE-HUB,990000001000429,ELD,Certification ELD-200,OpsTrax Certification Lab,1.3.8,CERT-LARGE-20260825 NE-HUB inventory 0209
NEHUB-DEV-0210,NE-HUB,990000001000430,ELD,Certification ELD-200,OpsTrax Certification Lab,1.4.9,CERT-LARGE-20260825 NE-HUB inventory 0210
NEHUB-DEV-0211,NE-HUB,990000001000431,ELD,Certification ELD-200,OpsTrax Certification Lab,1.0.0,CERT-LARGE-20260825 NE-HUB inventory 0211
NEHUB-DEV-0212,NE-HUB,990000001000432,ELD,Certification ELD-200,OpsTrax Certification Lab,1.1.1,CERT-LARGE-20260825 NE-HUB inventory 0212
NEHUB-DEV-0213,NE-HUB,990000001000433,ELD,Certification ELD-200,OpsTrax Certification Lab,1.2.2,CERT-LARGE-20260825 NE-HUB inventory 0213
NEHUB-DEV-0214,NE-HUB,990000001000434,ELD,Certification ELD-200,OpsTrax Certification Lab,1.3.3,CERT-LARGE-20260825 NE-HUB inventory 0214
NEHUB-DEV-0215,NE-HUB,990000001000435,ELD,Certification ELD-200,OpsTrax Certification Lab,1.4.4,CERT-LARGE-20260825 NE-HUB inventory 0215
NEHUB-DEV-0216,NE-HUB,990000001000436,ELD,Certification ELD-200,OpsTrax Certification Lab,1.0.5,CERT-LARGE-20260825 NE-HUB inventory 0216
NEHUB-DEV-0217,NE-HUB,990000001000437,ELD,Certification ELD-200,OpsTrax Certification Lab,1.1.6,CERT-LARGE-20260825 NE-HUB inventory 0217
NEHUB-DEV-0218,NE-HUB,990000001000438,ELD,Certification ELD-200,OpsTrax Certification Lab,1.2.7,CERT-LARGE-20260825 NE-HUB inventory 0218
NEHUB-DEV-0219,NE-HUB,990000001000439,ELD,Certification ELD-200,OpsTrax Certification Lab,1.3.8,CERT-LARGE-20260825 NE-HUB inventory 0219
NEHUB-DEV-0220,NE-HUB,990000001000440,ELD,Certification ELD-200,OpsTrax Certification Lab,1.4.9,CERT-LARGE-20260825 NE-HUB inventory 0220
