vehicleCode,branchCode,type,make,model,year,vehicleClass,odometerMiles,vin,vinExceptionType,alternateIdentifier,plateNumber,plateJurisdiction,status
WESTHUB-V-0153,WEST-HUB,Van,Ford,Transit,2019,Class 2b,643607,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0153,AZ-0153,AZ,Available
WESTHUB-V-0154,WEST-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,651526,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0154,AZ-0154,AZ,Available
WESTHUB-V-0155,WEST-HUB,Tractor,Volvo,VNL 760,2021,Class 8,49445,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0155,AZ-0155,AZ,Available
WESTHUB-V-0156,WEST-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,57364,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0156,AZ-0156,AZ,Available
WESTHUB-V-0157,WEST-HUB,Truck,Ford,F-650,2023,Class 6,65283,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0157,AZ-0157,AZ,Available
WESTHUB-V-0158,WEST-HUB,Van,Ford,Transit,2024,Class 2b,73202,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0158,AZ-0158,AZ,Available
WESTHUB-V-0159,WEST-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,81121,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0159,AZ-0159,AZ,Available
WESTHUB-V-0160,WEST-HUB,Tractor,Volvo,VNL 760,2026,Class 8,89040,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0160,AZ-0160,AZ,Maintenance
WESTHUB-V-0161,WEST-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,96959,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0161,AZ-0161,AZ,Available
WESTHUB-V-0162,WEST-HUB,Truck,Ford,F-650,2018,Class 6,104878,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0162,AZ-0162,AZ,Available
WESTHUB-V-0163,WEST-HUB,Van,Ford,Transit,2019,Class 2b,112797,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0163,AZ-0163,AZ,Available
WESTHUB-V-0164,WEST-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,120716,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0164,AZ-0164,AZ,Available
WESTHUB-V-0165,WEST-HUB,Tractor,Volvo,VNL 760,2021,Class 8,128635,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0165,AZ-0165,AZ,Available
WESTHUB-V-0166,WEST-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,136554,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0166,AZ-0166,AZ,Available
WESTHUB-V-0167,WEST-HUB,Truck,Ford,F-650,2023,Class 6,144473,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0167,AZ-0167,AZ,Available
WESTHUB-V-0168,WEST-HUB,Van,Ford,Transit,2024,Class 2b,152392,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0168,AZ-0168,AZ,Available
WESTHUB-V-0169,WEST-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,160311,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0169,AZ-0169,AZ,Available
WESTHUB-V-0170,WEST-HUB,Tractor,Volvo,VNL 760,2026,Class 8,168230,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0170,AZ-0170,AZ,Available
WESTHUB-V-0171,WEST-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,176149,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0171,AZ-0171,AZ,Available
WESTHUB-V-0172,WEST-HUB,Truck,Ford,F-650,2018,Class 6,184068,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0172,AZ-0172,AZ,Available
WESTHUB-V-0173,WEST-HUB,Van,Ford,Transit,2019,Class 2b,191987,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0173,AZ-0173,AZ,Available
WESTHUB-V-0174,WEST-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,199906,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0174,AZ-0174,AZ,Available
WESTHUB-V-0175,WEST-HUB,Tractor,Volvo,VNL 760,2021,Class 8,207825,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0175,AZ-0175,AZ,Available
WESTHUB-V-0176,WEST-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,215744,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0176,AZ-0176,AZ,Available
WESTHUB-V-0177,WEST-HUB,Truck,Ford,F-650,2023,Class 6,223663,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0177,AZ-0177,AZ,Available
WESTHUB-V-0178,WEST-HUB,Van,Ford,Transit,2024,Class 2b,231582,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0178,AZ-0178,AZ,Available
WESTHUB-V-0179,WEST-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,239501,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0179,AZ-0179,AZ,Available
WESTHUB-V-0180,WEST-HUB,Tractor,Volvo,VNL 760,2026,Class 8,247420,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0180,AZ-0180,AZ,Maintenance
WESTHUB-V-0181,WEST-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,255339,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0181,AZ-0181,AZ,Available
WESTHUB-V-0182,WEST-HUB,Truck,Ford,F-650,2018,Class 6,263258,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0182,AZ-0182,AZ,Available
WESTHUB-V-0183,WEST-HUB,Van,Ford,Transit,2019,Class 2b,271177,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0183,AZ-0183,AZ,Available
WESTHUB-V-0184,WEST-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,279096,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0184,AZ-0184,AZ,Available
WESTHUB-V-0185,WEST-HUB,Tractor,Volvo,VNL 760,2021,Class 8,287015,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0185,AZ-0185,AZ,Available
WESTHUB-V-0186,WEST-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,294934,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0186,AZ-0186,AZ,Available
WESTHUB-V-0187,WEST-HUB,Truck,Ford,F-650,2023,Class 6,302853,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0187,AZ-0187,AZ,Available
WESTHUB-V-0188,WEST-HUB,Van,Ford,Transit,2024,Class 2b,310772,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0188,AZ-0188,AZ,Available
WESTHUB-V-0189,WEST-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,318691,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0189,AZ-0189,AZ,Available
WESTHUB-V-0190,WEST-HUB,Tractor,Volvo,VNL 760,2026,Class 8,326610,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0190,AZ-0190,AZ,Available
WESTHUB-V-0191,WEST-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,334529,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0191,AZ-0191,AZ,Available
WESTHUB-V-0192,WEST-HUB,Truck,Ford,F-650,2018,Class 6,342448,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0192,AZ-0192,AZ,Available
WESTHUB-V-0193,WEST-HUB,Van,Ford,Transit,2019,Class 2b,350367,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0193,AZ-0193,AZ,Available
WESTHUB-V-0194,WEST-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,358286,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0194,AZ-0194,AZ,Available
WESTHUB-V-0195,WEST-HUB,Tractor,Volvo,VNL 760,2021,Class 8,366205,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0195,AZ-0195,AZ,Available
WESTHUB-V-0196,WEST-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,374124,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0196,AZ-0196,AZ,Available
WESTHUB-V-0197,WEST-HUB,Truck,Ford,F-650,2023,Class 6,382043,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0197,AZ-0197,AZ,Available
WESTHUB-V-0198,WEST-HUB,Van,Ford,Transit,2024,Class 2b,389962,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0198,AZ-0198,AZ,Available
WESTHUB-V-0199,WEST-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,397881,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0199,AZ-0199,AZ,Available
WESTHUB-V-0200,WEST-HUB,Tractor,Volvo,VNL 760,2026,Class 8,405800,,legacy-fleet-identifier,CERT-WESTHUB-VEH-0200,AZ-0200,AZ,Maintenance
