deviceSerial,branchCode,imei,deviceCategory,deviceModel,provider,firmwareVersion,notes
WESTHUB-DEV-0160,WEST-HUB,990000001001040,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,CERT-LARGE-20260825 WEST-HUB inventory 0160
WESTHUB-DEV-0161,WEST-HUB,990000001001041,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,CERT-LARGE-20260825 WEST-HUB inventory 0161
WESTHUB-DEV-0162,WEST-HUB,990000001001042,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,CERT-LARGE-20260825 WEST-HUB inventory 0162
WESTHUB-DEV-0163,WEST-HUB,990000001001043,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,CERT-LARGE-20260825 WEST-HUB inventory 0163
WESTHUB-DEV-0164,WEST-HUB,990000001001044,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,CERT-LARGE-20260825 WEST-HUB inventory 0164
WESTHUB-DEV-0165,WEST-HUB,990000001001045,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,CERT-LARGE-20260825 WEST-HUB inventory 0165
WESTHUB-DEV-0166,WEST-HUB,990000001001046,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,CERT-LARGE-20260825 WEST-HUB inventory 0166
WESTHUB-DEV-0167,WEST-HUB,990000001001047,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,CERT-LARGE-20260825 WEST-HUB inventory 0167
WESTHUB-DEV-0168,WEST-HUB,990000001001048,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,CERT-LARGE-20260825 WEST-HUB inventory 0168
WESTHUB-DEV-0169,WEST-HUB,990000001001049,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,CERT-LARGE-20260825 WEST-HUB inventory 0169
WESTHUB-DEV-0170,WEST-HUB,990000001001050,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,CERT-LARGE-20260825 WEST-HUB inventory 0170
WESTHUB-DEV-0171,WEST-HUB,990000001001051,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,CERT-LARGE-20260825 WEST-HUB inventory 0171
WESTHUB-DEV-0172,WEST-HUB,990000001001052,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,CERT-LARGE-20260825 WEST-HUB inventory 0172
WESTHUB-DEV-0173,WEST-HUB,990000001001053,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,CERT-LARGE-20260825 WEST-HUB inventory 0173
WESTHUB-DEV-0174,WEST-HUB,990000001001054,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,CERT-LARGE-20260825 WEST-HUB inventory 0174
WESTHUB-DEV-0175,WEST-HUB,990000001001055,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,CERT-LARGE-20260825 WEST-HUB inventory 0175
WESTHUB-DEV-0176,WEST-HUB,990000001001056,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,CERT-LARGE-20260825 WEST-HUB inventory 0176
WESTHUB-DEV-0177,WEST-HUB,990000001001057,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,CERT-LARGE-20260825 WEST-HUB inventory 0177
WESTHUB-DEV-0178,WEST-HUB,990000001001058,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,CERT-LARGE-20260825 WEST-HUB inventory 0178
WESTHUB-DEV-0179,WEST-HUB,990000001001059,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,CERT-LARGE-20260825 WEST-HUB inventory 0179
WESTHUB-DEV-0180,WEST-HUB,990000001001060,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,CERT-LARGE-20260825 WEST-HUB inventory 0180
WESTHUB-DEV-0181,WEST-HUB,990000001001061,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,CERT-LARGE-20260825 WEST-HUB inventory 0181
WESTHUB-DEV-0182,WEST-HUB,990000001001062,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,CERT-LARGE-20260825 WEST-HUB inventory 0182
WESTHUB-DEV-0183,WEST-HUB,990000001001063,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,CERT-LARGE-20260825 WEST-HUB inventory 0183
WESTHUB-DEV-0184,WEST-HUB,990000001001064,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,CERT-LARGE-20260825 WEST-HUB inventory 0184
WESTHUB-DEV-0185,WEST-HUB,990000001001065,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,CERT-LARGE-20260825 WEST-HUB inventory 0185
WESTHUB-DEV-0186,WEST-HUB,990000001001066,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,CERT-LARGE-20260825 WEST-HUB inventory 0186
WESTHUB-DEV-0187,WEST-HUB,990000001001067,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,CERT-LARGE-20260825 WEST-HUB inventory 0187
WESTHUB-DEV-0188,WEST-HUB,990000001001068,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,CERT-LARGE-20260825 WEST-HUB inventory 0188
WESTHUB-DEV-0189,WEST-HUB,990000001001069,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,CERT-LARGE-20260825 WEST-HUB inventory 0189
WESTHUB-DEV-0190,WEST-HUB,990000001001070,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,CERT-LARGE-20260825 WEST-HUB inventory 0190
WESTHUB-DEV-0191,WEST-HUB,990000001001071,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,CERT-LARGE-20260825 WEST-HUB inventory 0191
WESTHUB-DEV-0192,WEST-HUB,990000001001072,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,CERT-LARGE-20260825 WEST-HUB inventory 0192
WESTHUB-DEV-0193,WEST-HUB,990000001001073,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,CERT-LARGE-20260825 WEST-HUB inventory 0193
WESTHUB-DEV-0194,WEST-HUB,990000001001074,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,CERT-LARGE-20260825 WEST-HUB inventory 0194
WESTHUB-DEV-0195,WEST-HUB,990000001001075,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,CERT-LARGE-20260825 WEST-HUB inventory 0195
WESTHUB-DEV-0196,WEST-HUB,990000001001076,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,CERT-LARGE-20260825 WEST-HUB inventory 0196
WESTHUB-DEV-0197,WEST-HUB,990000001001077,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,CERT-LARGE-20260825 WEST-HUB inventory 0197
WESTHUB-DEV-0198,WEST-HUB,990000001001078,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,CERT-LARGE-20260825 WEST-HUB inventory 0198
WESTHUB-DEV-0199,WEST-HUB,990000001001079,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,CERT-LARGE-20260825 WEST-HUB inventory 0199
WESTHUB-DEV-0200,WEST-HUB,990000001001080,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,CERT-LARGE-20260825 WEST-HUB inventory 0200
WESTHUB-DEV-0201,WEST-HUB,990000001001081,ELD,Certification ELD-200,OpsTrax Certification Lab,1.0.0,CERT-LARGE-20260825 WEST-HUB inventory 0201
WESTHUB-DEV-0202,WEST-HUB,990000001001082,ELD,Certification ELD-200,OpsTrax Certification Lab,1.1.1,CERT-LARGE-20260825 WEST-HUB inventory 0202
WESTHUB-DEV-0203,WEST-HUB,990000001001083,ELD,Certification ELD-200,OpsTrax Certification Lab,1.2.2,CERT-LARGE-20260825 WEST-HUB inventory 0203
WESTHUB-DEV-0204,WEST-HUB,990000001001084,ELD,Certification ELD-200,OpsTrax Certification Lab,1.3.3,CERT-LARGE-20260825 WEST-HUB inventory 0204
WESTHUB-DEV-0205,WEST-HUB,990000001001085,ELD,Certification ELD-200,OpsTrax Certification Lab,1.4.4,CERT-LARGE-20260825 WEST-HUB inventory 0205
WESTHUB-DEV-0206,WEST-HUB,990000001001086,ELD,Certification ELD-200,OpsTrax Certification Lab,1.0.5,CERT-LARGE-20260825 WEST-HUB inventory 0206
WESTHUB-DEV-0207,WEST-HUB,990000001001087,ELD,Certification ELD-200,OpsTrax Certification Lab,1.1.6,CERT-LARGE-20260825 WEST-HUB inventory 0207
WESTHUB-DEV-0208,WEST-HUB,990000001001088,ELD,Certification ELD-200,OpsTrax Certification Lab,1.2.7,CERT-LARGE-20260825 WEST-HUB inventory 0208
WESTHUB-DEV-0209,WEST-HUB,990000001001089,ELD,Certification ELD-200,OpsTrax Certification Lab,1.3.8,CERT-LARGE-20260825 WEST-HUB inventory 0209
WESTHUB-DEV-0210,WEST-HUB,990000001001090,ELD,Certification ELD-200,OpsTrax Certification Lab,1.4.9,CERT-LARGE-20260825 WEST-HUB inventory 0210
WESTHUB-DEV-0211,WEST-HUB,990000001001091,ELD,Certification ELD-200,OpsTrax Certification Lab,1.0.0,CERT-LARGE-20260825 WEST-HUB inventory 0211
WESTHUB-DEV-0212,WEST-HUB,990000001001092,ELD,Certification ELD-200,OpsTrax Certification Lab,1.1.1,CERT-LARGE-20260825 WEST-HUB inventory 0212
WESTHUB-DEV-0213,WEST-HUB,990000001001093,ELD,Certification ELD-200,OpsTrax Certification Lab,1.2.2,CERT-LARGE-20260825 WEST-HUB inventory 0213
WESTHUB-DEV-0214,WEST-HUB,990000001001094,ELD,Certification ELD-200,OpsTrax Certification Lab,1.3.3,CERT-LARGE-20260825 WEST-HUB inventory 0214
WESTHUB-DEV-0215,WEST-HUB,990000001001095,ELD,Certification ELD-200,OpsTrax Certification Lab,1.4.4,CERT-LARGE-20260825 WEST-HUB inventory 0215
WESTHUB-DEV-0216,WEST-HUB,990000001001096,ELD,Certification ELD-200,OpsTrax Certification Lab,1.0.5,CERT-LARGE-20260825 WEST-HUB inventory 0216
WESTHUB-DEV-0217,WEST-HUB,990000001001097,ELD,Certification ELD-200,OpsTrax Certification Lab,1.1.6,CERT-LARGE-20260825 WEST-HUB inventory 0217
WESTHUB-DEV-0218,WEST-HUB,990000001001098,ELD,Certification ELD-200,OpsTrax Certification Lab,1.2.7,CERT-LARGE-20260825 WEST-HUB inventory 0218
WESTHUB-DEV-0219,WEST-HUB,990000001001099,ELD,Certification ELD-200,OpsTrax Certification Lab,1.3.8,CERT-LARGE-20260825 WEST-HUB inventory 0219
WESTHUB-DEV-0220,WEST-HUB,990000001001100,ELD,Certification ELD-200,OpsTrax Certification Lab,1.4.9,CERT-LARGE-20260825 WEST-HUB inventory 0220
