vehicleCode,branchCode,type,make,model,year,vehicleClass,odometerMiles,vin,vinExceptionType,alternateIdentifier,plateNumber,plateJurisdiction,status
CLHQ-V-0162,CL-HQ,Truck,Ford,F-650,2018,Class 6,104878,,legacy-fleet-identifier,CERT-CLHQ-VEH-0162,OH-0162,OH,Available
CLHQ-V-0163,CL-HQ,Van,Ford,Transit,2019,Class 2b,112797,,legacy-fleet-identifier,CERT-CLHQ-VEH-0163,OH-0163,OH,Available
CLHQ-V-0164,CL-HQ,Truck,Isuzu,NPR-HD,2020,Class 5,120716,,legacy-fleet-identifier,CERT-CLHQ-VEH-0164,OH-0164,OH,Available
CLHQ-V-0165,CL-HQ,Tractor,Volvo,VNL 760,2021,Class 8,128635,,legacy-fleet-identifier,CERT-CLHQ-VEH-0165,OH-0165,OH,Available
CLHQ-V-0166,CL-HQ,Tractor,Freightliner,Cascadia,2022,Class 8,136554,,legacy-fleet-identifier,CERT-CLHQ-VEH-0166,OH-0166,OH,Available
CLHQ-V-0167,CL-HQ,Truck,Ford,F-650,2023,Class 6,144473,,legacy-fleet-identifier,CERT-CLHQ-VEH-0167,OH-0167,OH,Available
CLHQ-V-0168,CL-HQ,Van,Ford,Transit,2024,Class 2b,152392,,legacy-fleet-identifier,CERT-CLHQ-VEH-0168,OH-0168,OH,Available
CLHQ-V-0169,CL-HQ,Truck,Isuzu,NPR-HD,2025,Class 5,160311,,legacy-fleet-identifier,CERT-CLHQ-VEH-0169,OH-0169,OH,Available
CLHQ-V-0170,CL-HQ,Tractor,Volvo,VNL 760,2026,Class 8,168230,,legacy-fleet-identifier,CERT-CLHQ-VEH-0170,OH-0170,OH,Available
CLHQ-V-0171,CL-HQ,Tractor,Freightliner,Cascadia,2017,Class 8,176149,,legacy-fleet-identifier,CERT-CLHQ-VEH-0171,OH-0171,OH,Available
CLHQ-V-0172,CL-HQ,Truck,Ford,F-650,2018,Class 6,184068,,legacy-fleet-identifier,CERT-CLHQ-VEH-0172,OH-0172,OH,Available
CLHQ-V-0173,CL-HQ,Van,Ford,Transit,2019,Class 2b,191987,,legacy-fleet-identifier,CERT-CLHQ-VEH-0173,OH-0173,OH,Available
CLHQ-V-0174,CL-HQ,Truck,Isuzu,NPR-HD,2020,Class 5,199906,,legacy-fleet-identifier,CERT-CLHQ-VEH-0174,OH-0174,OH,Available
CLHQ-V-0175,CL-HQ,Tractor,Volvo,VNL 760,2021,Class 8,207825,,legacy-fleet-identifier,CERT-CLHQ-VEH-0175,OH-0175,OH,Available
CLHQ-V-0176,CL-HQ,Tractor,Freightliner,Cascadia,2022,Class 8,215744,,legacy-fleet-identifier,CERT-CLHQ-VEH-0176,OH-0176,OH,Available
CLHQ-V-0177,CL-HQ,Truck,Ford,F-650,2023,Class 6,223663,,legacy-fleet-identifier,CERT-CLHQ-VEH-0177,OH-0177,OH,Available
CLHQ-V-0178,CL-HQ,Van,Ford,Transit,2024,Class 2b,231582,,legacy-fleet-identifier,CERT-CLHQ-VEH-0178,OH-0178,OH,Available
CLHQ-V-0179,CL-HQ,Truck,Isuzu,NPR-HD,2025,Class 5,239501,,legacy-fleet-identifier,CERT-CLHQ-VEH-0179,OH-0179,OH,Available
CLHQ-V-0180,CL-HQ,Tractor,Volvo,VNL 760,2026,Class 8,247420,,legacy-fleet-identifier,CERT-CLHQ-VEH-0180,OH-0180,OH,Maintenance
CLHQ-V-0181,CL-HQ,Tractor,Freightliner,Cascadia,2017,Class 8,255339,,legacy-fleet-identifier,CERT-CLHQ-VEH-0181,OH-0181,OH,Available
CLHQ-V-0182,CL-HQ,Truck,Ford,F-650,2018,Class 6,263258,,legacy-fleet-identifier,CERT-CLHQ-VEH-0182,OH-0182,OH,Available
CLHQ-V-0183,CL-HQ,Van,Ford,Transit,2019,Class 2b,271177,,legacy-fleet-identifier,CERT-CLHQ-VEH-0183,OH-0183,OH,Available
CLHQ-V-0184,CL-HQ,Truck,Isuzu,NPR-HD,2020,Class 5,279096,,legacy-fleet-identifier,CERT-CLHQ-VEH-0184,OH-0184,OH,Available
CLHQ-V-0185,CL-HQ,Tractor,Volvo,VNL 760,2021,Class 8,287015,,legacy-fleet-identifier,CERT-CLHQ-VEH-0185,OH-0185,OH,Available
CLHQ-V-0186,CL-HQ,Tractor,Freightliner,Cascadia,2022,Class 8,294934,,legacy-fleet-identifier,CERT-CLHQ-VEH-0186,OH-0186,OH,Available
CLHQ-V-0187,CL-HQ,Truck,Ford,F-650,2023,Class 6,302853,,legacy-fleet-identifier,CERT-CLHQ-VEH-0187,OH-0187,OH,Available
CLHQ-V-0188,CL-HQ,Van,Ford,Transit,2024,Class 2b,310772,,legacy-fleet-identifier,CERT-CLHQ-VEH-0188,OH-0188,OH,Available
CLHQ-V-0189,CL-HQ,Truck,Isuzu,NPR-HD,2025,Class 5,318691,,legacy-fleet-identifier,CERT-CLHQ-VEH-0189,OH-0189,OH,Available
CLHQ-V-0190,CL-HQ,Tractor,Volvo,VNL 760,2026,Class 8,326610,,legacy-fleet-identifier,CERT-CLHQ-VEH-0190,OH-0190,OH,Available
CLHQ-V-0191,CL-HQ,Tractor,Freightliner,Cascadia,2017,Class 8,334529,,legacy-fleet-identifier,CERT-CLHQ-VEH-0191,OH-0191,OH,Available
CLHQ-V-0192,CL-HQ,Truck,Ford,F-650,2018,Class 6,342448,,legacy-fleet-identifier,CERT-CLHQ-VEH-0192,OH-0192,OH,Available
CLHQ-V-0193,CL-HQ,Van,Ford,Transit,2019,Class 2b,350367,,legacy-fleet-identifier,CERT-CLHQ-VEH-0193,OH-0193,OH,Available
CLHQ-V-0194,CL-HQ,Truck,Isuzu,NPR-HD,2020,Class 5,358286,,legacy-fleet-identifier,CERT-CLHQ-VEH-0194,OH-0194,OH,Available
CLHQ-V-0195,CL-HQ,Tractor,Volvo,VNL 760,2021,Class 8,366205,,legacy-fleet-identifier,CERT-CLHQ-VEH-0195,OH-0195,OH,Available
CLHQ-V-0196,CL-HQ,Tractor,Freightliner,Cascadia,2022,Class 8,374124,,legacy-fleet-identifier,CERT-CLHQ-VEH-0196,OH-0196,OH,Available
CLHQ-V-0197,CL-HQ,Truck,Ford,F-650,2023,Class 6,382043,,legacy-fleet-identifier,CERT-CLHQ-VEH-0197,OH-0197,OH,Available
CLHQ-V-0198,CL-HQ,Van,Ford,Transit,2024,Class 2b,389962,,legacy-fleet-identifier,CERT-CLHQ-VEH-0198,OH-0198,OH,Available
CLHQ-V-0199,CL-HQ,Truck,Isuzu,NPR-HD,2025,Class 5,397881,,legacy-fleet-identifier,CERT-CLHQ-VEH-0199,OH-0199,OH,Available
CLHQ-V-0200,CL-HQ,Tractor,Volvo,VNL 760,2026,Class 8,405800,,legacy-fleet-identifier,CERT-CLHQ-VEH-0200,OH-0200,OH,Maintenance
