vehicleCode,branchCode,type,make,model,year,vehicleClass,odometerMiles,vin,vinExceptionType,alternateIdentifier,plateNumber,plateJurisdiction,status
NEHUB-V-0158,NE-HUB,Van,Ford,Transit,2024,Class 2b,73202,,legacy-fleet-identifier,CERT-NEHUB-VEH-0158,NJ-0158,NJ,Available
NEHUB-V-0159,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,81121,,legacy-fleet-identifier,CERT-NEHUB-VEH-0159,NJ-0159,NJ,Available
NEHUB-V-0160,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,89040,,legacy-fleet-identifier,CERT-NEHUB-VEH-0160,NJ-0160,NJ,Maintenance
NEHUB-V-0161,NE-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,96959,,legacy-fleet-identifier,CERT-NEHUB-VEH-0161,NJ-0161,NJ,Available
NEHUB-V-0162,NE-HUB,Truck,Ford,F-650,2018,Class 6,104878,,legacy-fleet-identifier,CERT-NEHUB-VEH-0162,NJ-0162,NJ,Available
NEHUB-V-0163,NE-HUB,Van,Ford,Transit,2019,Class 2b,112797,,legacy-fleet-identifier,CERT-NEHUB-VEH-0163,NJ-0163,NJ,Available
NEHUB-V-0164,NE-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,120716,,legacy-fleet-identifier,CERT-NEHUB-VEH-0164,NJ-0164,NJ,Available
NEHUB-V-0165,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,128635,,legacy-fleet-identifier,CERT-NEHUB-VEH-0165,NJ-0165,NJ,Available
NEHUB-V-0166,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,136554,,legacy-fleet-identifier,CERT-NEHUB-VEH-0166,NJ-0166,NJ,Available
NEHUB-V-0167,NE-HUB,Truck,Ford,F-650,2023,Class 6,144473,,legacy-fleet-identifier,CERT-NEHUB-VEH-0167,NJ-0167,NJ,Available
NEHUB-V-0168,NE-HUB,Van,Ford,Transit,2024,Class 2b,152392,,legacy-fleet-identifier,CERT-NEHUB-VEH-0168,NJ-0168,NJ,Available
NEHUB-V-0169,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,160311,,legacy-fleet-identifier,CERT-NEHUB-VEH-0169,NJ-0169,NJ,Available
NEHUB-V-0170,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,168230,,legacy-fleet-identifier,CERT-NEHUB-VEH-0170,NJ-0170,NJ,Available
NEHUB-V-0171,NE-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,176149,,legacy-fleet-identifier,CERT-NEHUB-VEH-0171,NJ-0171,NJ,Available
NEHUB-V-0172,NE-HUB,Truck,Ford,F-650,2018,Class 6,184068,,legacy-fleet-identifier,CERT-NEHUB-VEH-0172,NJ-0172,NJ,Available
NEHUB-V-0173,NE-HUB,Van,Ford,Transit,2019,Class 2b,191987,,legacy-fleet-identifier,CERT-NEHUB-VEH-0173,NJ-0173,NJ,Available
NEHUB-V-0174,NE-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,199906,,legacy-fleet-identifier,CERT-NEHUB-VEH-0174,NJ-0174,NJ,Available
NEHUB-V-0175,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,207825,,legacy-fleet-identifier,CERT-NEHUB-VEH-0175,NJ-0175,NJ,Available
NEHUB-V-0176,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,215744,,legacy-fleet-identifier,CERT-NEHUB-VEH-0176,NJ-0176,NJ,Available
NEHUB-V-0177,NE-HUB,Truck,Ford,F-650,2023,Class 6,223663,,legacy-fleet-identifier,CERT-NEHUB-VEH-0177,NJ-0177,NJ,Available
NEHUB-V-0178,NE-HUB,Van,Ford,Transit,2024,Class 2b,231582,,legacy-fleet-identifier,CERT-NEHUB-VEH-0178,NJ-0178,NJ,Available
NEHUB-V-0179,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,239501,,legacy-fleet-identifier,CERT-NEHUB-VEH-0179,NJ-0179,NJ,Available
NEHUB-V-0180,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,247420,,legacy-fleet-identifier,CERT-NEHUB-VEH-0180,NJ-0180,NJ,Maintenance
NEHUB-V-0181,NE-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,255339,,legacy-fleet-identifier,CERT-NEHUB-VEH-0181,NJ-0181,NJ,Available
NEHUB-V-0182,NE-HUB,Truck,Ford,F-650,2018,Class 6,263258,,legacy-fleet-identifier,CERT-NEHUB-VEH-0182,NJ-0182,NJ,Available
NEHUB-V-0183,NE-HUB,Van,Ford,Transit,2019,Class 2b,271177,,legacy-fleet-identifier,CERT-NEHUB-VEH-0183,NJ-0183,NJ,Available
NEHUB-V-0184,NE-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,279096,,legacy-fleet-identifier,CERT-NEHUB-VEH-0184,NJ-0184,NJ,Available
NEHUB-V-0185,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,287015,,legacy-fleet-identifier,CERT-NEHUB-VEH-0185,NJ-0185,NJ,Available
NEHUB-V-0186,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,294934,,legacy-fleet-identifier,CERT-NEHUB-VEH-0186,NJ-0186,NJ,Available
NEHUB-V-0187,NE-HUB,Truck,Ford,F-650,2023,Class 6,302853,,legacy-fleet-identifier,CERT-NEHUB-VEH-0187,NJ-0187,NJ,Available
NEHUB-V-0188,NE-HUB,Van,Ford,Transit,2024,Class 2b,310772,,legacy-fleet-identifier,CERT-NEHUB-VEH-0188,NJ-0188,NJ,Available
NEHUB-V-0189,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,318691,,legacy-fleet-identifier,CERT-NEHUB-VEH-0189,NJ-0189,NJ,Available
NEHUB-V-0190,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,326610,,legacy-fleet-identifier,CERT-NEHUB-VEH-0190,NJ-0190,NJ,Available
NEHUB-V-0191,NE-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,334529,,legacy-fleet-identifier,CERT-NEHUB-VEH-0191,NJ-0191,NJ,Available
NEHUB-V-0192,NE-HUB,Truck,Ford,F-650,2018,Class 6,342448,,legacy-fleet-identifier,CERT-NEHUB-VEH-0192,NJ-0192,NJ,Available
NEHUB-V-0193,NE-HUB,Van,Ford,Transit,2019,Class 2b,350367,,legacy-fleet-identifier,CERT-NEHUB-VEH-0193,NJ-0193,NJ,Available
NEHUB-V-0194,NE-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,358286,,legacy-fleet-identifier,CERT-NEHUB-VEH-0194,NJ-0194,NJ,Available
NEHUB-V-0195,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,366205,,legacy-fleet-identifier,CERT-NEHUB-VEH-0195,NJ-0195,NJ,Available
NEHUB-V-0196,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,374124,,legacy-fleet-identifier,CERT-NEHUB-VEH-0196,NJ-0196,NJ,Available
NEHUB-V-0197,NE-HUB,Truck,Ford,F-650,2023,Class 6,382043,,legacy-fleet-identifier,CERT-NEHUB-VEH-0197,NJ-0197,NJ,Available
NEHUB-V-0198,NE-HUB,Van,Ford,Transit,2024,Class 2b,389962,,legacy-fleet-identifier,CERT-NEHUB-VEH-0198,NJ-0198,NJ,Available
NEHUB-V-0199,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,397881,,legacy-fleet-identifier,CERT-NEHUB-VEH-0199,NJ-0199,NJ,Available
NEHUB-V-0200,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,405800,,legacy-fleet-identifier,CERT-NEHUB-VEH-0200,NJ-0200,NJ,Maintenance
