vehicleCode,branchCode,type,make,model,year,vehicleClass,odometerMiles,vin,vinExceptionType,alternateIdentifier,plateNumber,plateJurisdiction,status
MWYARD-V-0162,MW-YARD,Truck,Ford,F-650,2018,Class 6,104878,,legacy-fleet-identifier,CERT-MWYARD-VEH-0162,IL-0162,IL,Available
MWYARD-V-0163,MW-YARD,Van,Ford,Transit,2019,Class 2b,112797,,legacy-fleet-identifier,CERT-MWYARD-VEH-0163,IL-0163,IL,Available
MWYARD-V-0164,MW-YARD,Truck,Isuzu,NPR-HD,2020,Class 5,120716,,legacy-fleet-identifier,CERT-MWYARD-VEH-0164,IL-0164,IL,Available
MWYARD-V-0165,MW-YARD,Tractor,Volvo,VNL 760,2021,Class 8,128635,,legacy-fleet-identifier,CERT-MWYARD-VEH-0165,IL-0165,IL,Available
MWYARD-V-0166,MW-YARD,Tractor,Freightliner,Cascadia,2022,Class 8,136554,,legacy-fleet-identifier,CERT-MWYARD-VEH-0166,IL-0166,IL,Available
MWYARD-V-0167,MW-YARD,Truck,Ford,F-650,2023,Class 6,144473,,legacy-fleet-identifier,CERT-MWYARD-VEH-0167,IL-0167,IL,Available
MWYARD-V-0168,MW-YARD,Van,Ford,Transit,2024,Class 2b,152392,,legacy-fleet-identifier,CERT-MWYARD-VEH-0168,IL-0168,IL,Available
MWYARD-V-0169,MW-YARD,Truck,Isuzu,NPR-HD,2025,Class 5,160311,,legacy-fleet-identifier,CERT-MWYARD-VEH-0169,IL-0169,IL,Available
MWYARD-V-0170,MW-YARD,Tractor,Volvo,VNL 760,2026,Class 8,168230,,legacy-fleet-identifier,CERT-MWYARD-VEH-0170,IL-0170,IL,Available
MWYARD-V-0171,MW-YARD,Tractor,Freightliner,Cascadia,2017,Class 8,176149,,legacy-fleet-identifier,CERT-MWYARD-VEH-0171,IL-0171,IL,Available
MWYARD-V-0172,MW-YARD,Truck,Ford,F-650,2018,Class 6,184068,,legacy-fleet-identifier,CERT-MWYARD-VEH-0172,IL-0172,IL,Available
MWYARD-V-0173,MW-YARD,Van,Ford,Transit,2019,Class 2b,191987,,legacy-fleet-identifier,CERT-MWYARD-VEH-0173,IL-0173,IL,Available
MWYARD-V-0174,MW-YARD,Truck,Isuzu,NPR-HD,2020,Class 5,199906,,legacy-fleet-identifier,CERT-MWYARD-VEH-0174,IL-0174,IL,Available
MWYARD-V-0175,MW-YARD,Tractor,Volvo,VNL 760,2021,Class 8,207825,,legacy-fleet-identifier,CERT-MWYARD-VEH-0175,IL-0175,IL,Available
MWYARD-V-0176,MW-YARD,Tractor,Freightliner,Cascadia,2022,Class 8,215744,,legacy-fleet-identifier,CERT-MWYARD-VEH-0176,IL-0176,IL,Available
MWYARD-V-0177,MW-YARD,Truck,Ford,F-650,2023,Class 6,223663,,legacy-fleet-identifier,CERT-MWYARD-VEH-0177,IL-0177,IL,Available
MWYARD-V-0178,MW-YARD,Van,Ford,Transit,2024,Class 2b,231582,,legacy-fleet-identifier,CERT-MWYARD-VEH-0178,IL-0178,IL,Available
MWYARD-V-0179,MW-YARD,Truck,Isuzu,NPR-HD,2025,Class 5,239501,,legacy-fleet-identifier,CERT-MWYARD-VEH-0179,IL-0179,IL,Available
MWYARD-V-0180,MW-YARD,Tractor,Volvo,VNL 760,2026,Class 8,247420,,legacy-fleet-identifier,CERT-MWYARD-VEH-0180,IL-0180,IL,Maintenance
MWYARD-V-0181,MW-YARD,Tractor,Freightliner,Cascadia,2017,Class 8,255339,,legacy-fleet-identifier,CERT-MWYARD-VEH-0181,IL-0181,IL,Available
MWYARD-V-0182,MW-YARD,Truck,Ford,F-650,2018,Class 6,263258,,legacy-fleet-identifier,CERT-MWYARD-VEH-0182,IL-0182,IL,Available
MWYARD-V-0183,MW-YARD,Van,Ford,Transit,2019,Class 2b,271177,,legacy-fleet-identifier,CERT-MWYARD-VEH-0183,IL-0183,IL,Available
MWYARD-V-0184,MW-YARD,Truck,Isuzu,NPR-HD,2020,Class 5,279096,,legacy-fleet-identifier,CERT-MWYARD-VEH-0184,IL-0184,IL,Available
MWYARD-V-0185,MW-YARD,Tractor,Volvo,VNL 760,2021,Class 8,287015,,legacy-fleet-identifier,CERT-MWYARD-VEH-0185,IL-0185,IL,Available
MWYARD-V-0186,MW-YARD,Tractor,Freightliner,Cascadia,2022,Class 8,294934,,legacy-fleet-identifier,CERT-MWYARD-VEH-0186,IL-0186,IL,Available
MWYARD-V-0187,MW-YARD,Truck,Ford,F-650,2023,Class 6,302853,,legacy-fleet-identifier,CERT-MWYARD-VEH-0187,IL-0187,IL,Available
MWYARD-V-0188,MW-YARD,Van,Ford,Transit,2024,Class 2b,310772,,legacy-fleet-identifier,CERT-MWYARD-VEH-0188,IL-0188,IL,Available
MWYARD-V-0189,MW-YARD,Truck,Isuzu,NPR-HD,2025,Class 5,318691,,legacy-fleet-identifier,CERT-MWYARD-VEH-0189,IL-0189,IL,Available
MWYARD-V-0190,MW-YARD,Tractor,Volvo,VNL 760,2026,Class 8,326610,,legacy-fleet-identifier,CERT-MWYARD-VEH-0190,IL-0190,IL,Available
MWYARD-V-0191,MW-YARD,Tractor,Freightliner,Cascadia,2017,Class 8,334529,,legacy-fleet-identifier,CERT-MWYARD-VEH-0191,IL-0191,IL,Available
MWYARD-V-0192,MW-YARD,Truck,Ford,F-650,2018,Class 6,342448,,legacy-fleet-identifier,CERT-MWYARD-VEH-0192,IL-0192,IL,Available
MWYARD-V-0193,MW-YARD,Van,Ford,Transit,2019,Class 2b,350367,,legacy-fleet-identifier,CERT-MWYARD-VEH-0193,IL-0193,IL,Available
MWYARD-V-0194,MW-YARD,Truck,Isuzu,NPR-HD,2020,Class 5,358286,,legacy-fleet-identifier,CERT-MWYARD-VEH-0194,IL-0194,IL,Available
MWYARD-V-0195,MW-YARD,Tractor,Volvo,VNL 760,2021,Class 8,366205,,legacy-fleet-identifier,CERT-MWYARD-VEH-0195,IL-0195,IL,Available
MWYARD-V-0196,MW-YARD,Tractor,Freightliner,Cascadia,2022,Class 8,374124,,legacy-fleet-identifier,CERT-MWYARD-VEH-0196,IL-0196,IL,Available
MWYARD-V-0197,MW-YARD,Truck,Ford,F-650,2023,Class 6,382043,,legacy-fleet-identifier,CERT-MWYARD-VEH-0197,IL-0197,IL,Available
MWYARD-V-0198,MW-YARD,Van,Ford,Transit,2024,Class 2b,389962,,legacy-fleet-identifier,CERT-MWYARD-VEH-0198,IL-0198,IL,Available
MWYARD-V-0199,MW-YARD,Truck,Isuzu,NPR-HD,2025,Class 5,397881,,legacy-fleet-identifier,CERT-MWYARD-VEH-0199,IL-0199,IL,Available
MWYARD-V-0200,MW-YARD,Tractor,Volvo,VNL 760,2026,Class 8,405800,,legacy-fleet-identifier,CERT-MWYARD-VEH-0200,IL-0200,IL,Maintenance
